selection_reason,feature_case_id,candidate_id,restoration_case_id,case_id,dataset_name,painting_id,category,title,artist,style,model_name,mask_id,mask_type,evaluation_region,region_pixel_count,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_similarity_improvement,clip_improved,dinov2_improved,both_feature_models_improved,feature_model_direction_disagreement,feature_direction_label,absolute_feature_model_improvement_gap,mean_similarity_rank_desc_by_region,mean_similarity_rank_asc_by_region,disagreement_gap_rank_desc_by_region,clean_path,damaged_path,restored_path,mask_path,is_zero_control,mask_has_positive_pixels_for_feature_similarity,expected_feature_regions
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0873,sd__syn__p039__partial_transparency__p01_style_period__s2026__e7876263e0,sd__syn__p039__partial_transparency__p01_style_period__s2026__e7876263e0,p039__partial_transparency__severe,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,stable_diffusion_inpainting,,partial_transparency,mask_bbox_crop,370881,0.991889476776123,0.9447126388549804,-0.0471768379211425,0.9706618785858154,0.559135913848877,-0.4115259647369385,-0.2293514013290405,False,False,False,False,neither_improved,0.36434912681579595,829,6,8,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p039__partial_transparency__p01_style_period__s2026__e7876263e0__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0875,sd__syn__p039__partial_transparency__p03_artist_style_p__s2026__78e6861b60,sd__syn__p039__partial_transparency__p03_artist_style_p__s2026__78e6861b60,p039__partial_transparency__severe,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,stable_diffusion_inpainting,,partial_transparency,mask_bbox_crop,370881,0.991889476776123,0.9531456232070924,-0.0387438535690307,0.9706618785858154,0.6003382802009583,-0.3703235983848572,-0.2045337259769439,False,False,False,False,neither_improved,0.33157974481582647,826,9,16,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p03_artist_style_period/sd__syn__p039__partial_transparency__p03_artist_style_p__s2026__78e6861b60__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0091,sd__can__p011__loss_large__p00_generic__s2026__615f206aa6,sd__can__p011__loss_large__p00_generic__s2026__615f206aa6,p011_loss_large,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,stable_diffusion_inpainting,p011_loss_large,loss_large,mask_bbox_crop,92416,0.7336057424545288,0.8422540426254272,0.1086483001708984,0.6689509749412537,0.301414430141449,-0.3675365447998047,-0.1294441223144531,True,False,False,True,clip_improved_dinov2_not,0.47618484497070307,777,58,2,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p011__loss_large__p00_generic__s2026__615f206aa6__restored_stable_diffusion_inpainting.png,data/processed/masks/p011_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0096,sd__can__p012__loss_large__p00_generic__s2026__d75f867c30,sd__can__p012__loss_large__p00_generic__s2026__d75f867c30,p012_loss_large,canonical,p012,landscape_natural,An Extensive Wooded Landscape,Philips Koninck,,stable_diffusion_inpainting,p012_loss_large,loss_large,mask_bbox_crop,103684,0.7068911194801331,0.8945627212524414,0.1876716017723083,0.6679456233978271,0.5159484148025513,-0.1519972085952758,0.0178371965885162,True,False,False,True,clip_improved_dinov2_not,0.3396688103675841,526,309,14,data/processed/clean/p012_clean.png,data/processed/masked/p012_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p012__loss_large__p00_generic__s2026__d75f867c30__restored_stable_diffusion_inpainting.png,data/processed/masks/p012_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0101,sd__can__p013__loss_large__p00_generic__s2026__ba8252698c,sd__can__p013__loss_large__p00_generic__s2026__ba8252698c,p013_loss_large,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,stable_diffusion_inpainting,p013_loss_large,loss_large,mask_bbox_crop,94864,0.7018032073974609,0.8338680267333984,0.1320648193359375,0.7944443225860596,0.4777249693870544,-0.3167193531990051,-0.0923272669315338,True,False,False,True,clip_improved_dinov2_not,0.4487841725349426,730,105,3,data/processed/clean/p013_clean.png,data/processed/masked/p013_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p013__loss_large__p00_generic__s2026__ba8252698c__restored_stable_diffusion_inpainting.png,data/processed/masks/p013_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0102,sd__can__p013__loss_small__p00_generic__s2026__17bee91fc7,sd__can__p013__loss_small__p00_generic__s2026__17bee91fc7,p013_loss_small,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,stable_diffusion_inpainting,p013_loss_small,loss_small,mask_bbox_crop,541696,0.8706429600715637,0.92865389585495,0.0580109357833862,0.8160185813903809,0.4524966478347778,-0.363521933555603,-0.1527554988861084,True,False,False,True,clip_improved_dinov2_not,0.42153286933898926,801,34,4,data/processed/clean/p013_clean.png,data/processed/masked/p013_loss_small_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p013__loss_small__p00_generic__s2026__17bee91fc7__restored_stable_diffusion_inpainting.png,data/processed/masks/p013_loss_small_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0176,sd__can__p020__loss_large__p00_generic__s2026__d809e2d7a4,sd__can__p020__loss_large__p00_generic__s2026__d809e2d7a4,p020_loss_large,canonical,p020,landscape_natural,Mediterranean landscape (recto); Mountains (verso),Unknown,,stable_diffusion_inpainting,p020_loss_large,loss_large,mask_bbox_crop,138384,0.7829794883728027,0.9329103231430054,0.1499308347702026,0.7752941846847534,0.5658071041107178,-0.2094870805740356,-0.0297781229019165,True,False,False,True,clip_improved_dinov2_not,0.35941791534423817,630,205,9,data/processed/clean/p020_clean.png,data/processed/masked/p020_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p020__loss_large__p00_generic__s2026__d809e2d7a4__restored_stable_diffusion_inpainting.png,data/processed/masks/p020_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0232,sd__can__p027__loss_small__p00_generic__s2026__cca2d43422,sd__can__p027__loss_small__p00_generic__s2026__cca2d43422,p027_loss_small,canonical,p027,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,Jan Both,,stable_diffusion_inpainting,p027_loss_small,loss_small,mask_bbox_crop,492804,0.7940823435783386,0.9480541348457336,0.153971791267395,0.8044980764389038,0.5612494945526123,-0.2432485818862915,-0.0446383953094482,True,False,False,True,clip_improved_dinov2_not,0.3972203731536865,662,173,5,data/processed/clean/p027_clean.png,data/processed/masked/p027_loss_small_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p027__loss_small__p00_generic__s2026__cca2d43422__restored_stable_diffusion_inpainting.png,data/processed/masks/p027_loss_small_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0236,sd__can__p028__loss_large__p00_generic__s2026__f6450fdfd9,sd__can__p028__loss_large__p00_generic__s2026__f6450fdfd9,p028_loss_large,canonical,p028,architecture_structured,Trading posts of the Dutch East India Company (VOC),workshop of Johannes Vinckboons,,stable_diffusion_inpainting,p028_loss_large,loss_large,mask_bbox_crop,92416,0.5879247188568115,0.7082889080047607,0.1203641891479492,0.8318338990211487,0.5859233140945435,-0.2459105849266052,-0.062773197889328,True,False,False,True,clip_improved_dinov2_not,0.3662747740745544,690,145,7,data/processed/clean/p028_clean.png,data/processed/masked/p028_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p028__loss_large__p00_generic__s2026__f6450fdfd9__restored_stable_diffusion_inpainting.png,data/processed/masks/p028_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0240,sd__can__p028__loss_large__p04_full_context__s2026__d0a5b1439e,sd__can__p028__loss_large__p04_full_context__s2026__d0a5b1439e,p028_loss_large,canonical,p028,architecture_structured,Trading posts of the Dutch East India Company (VOC),workshop of Johannes Vinckboons,,stable_diffusion_inpainting,p028_loss_large,loss_large,mask_bbox_crop,92416,0.5879247188568115,0.6037598848342896,0.015835165977478,0.8318338990211487,0.2877131104469299,-0.5441207885742188,-0.2641428112983703,True,False,False,True,clip_improved_dinov2_not,0.5599559545516968,833,2,1,data/processed/clean/p028_clean.png,data/processed/masked/p028_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p028__loss_large__p04_full_context__s2026__d0a5b1439e__restored_stable_diffusion_inpainting.png,data/processed/masks/p028_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0471,sd__dsz__p018__loss_large__p00_generic__s2026__2f79de2662,sd__dsz__p018__loss_large__p00_generic__s2026__2f79de2662,p018__loss_large__size_04pct,damage_size_sensitivity,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,,loss_large,mask_bbox_crop,33489,0.6910272836685181,0.9064874649047852,0.2154601812362671,0.6544018983840942,0.5323125123977661,-0.1220893859863281,0.0466853976249694,True,False,False,True,clip_improved_dinov2_not,0.3375495672225952,426,409,15,data/processed/clean/p018_clean.png,data/processed/damaged/damage_size_sensitivity/p018__loss_large__size_04pct_damaged.png,data/processed/restored/stable_diffusion/damage_size_sensitivity/p00_generic/sd__dsz__p018__loss_large__p00_generic__s2026__2f79de2662__restored_stable_diffusion_inpainting.png,data/processed/masks/damage_size_sensitivity/p018__loss_large__size_04pct_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0472,sd__dsz__p018__loss_large__p00_generic__s2026__a51044ddef,sd__dsz__p018__loss_large__p00_generic__s2026__a51044ddef,p018__loss_large__size_06pct,damage_size_sensitivity,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,,loss_large,mask_bbox_crop,48841,0.7335256338119507,0.8850383758544922,0.1515127420425415,0.7697294354438782,0.5525999665260315,-0.2171294689178466,-0.0328083634376525,True,False,False,True,clip_improved_dinov2_not,0.3686422109603881,639,196,6,data/processed/clean/p018_clean.png,data/processed/damaged/damage_size_sensitivity/p018__loss_large__size_06pct_damaged.png,data/processed/restored/stable_diffusion/damage_size_sensitivity/p00_generic/sd__dsz__p018__loss_large__p00_generic__s2026__a51044ddef__restored_stable_diffusion_inpainting.png,data/processed/masks/damage_size_sensitivity/p018__loss_large__size_06pct_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0473,sd__dsz__p018__loss_large__p00_generic__s2026__bd7ed459d4,sd__dsz__p018__loss_large__p00_generic__s2026__bd7ed459d4,p018__loss_large__size_08pct,damage_size_sensitivity,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,stable_diffusion_inpainting,,loss_large,mask_bbox_crop,64009,0.7093769311904907,0.8635048270225525,0.1541278958320617,0.8272245526313782,0.6240105032920837,-0.2032140493392944,-0.0245430767536163,True,False,False,True,clip_improved_dinov2_not,0.3573419451713561,613,222,10,data/processed/clean/p018_clean.png,data/processed/damaged/damage_size_sensitivity/p018__loss_large__size_08pct_damaged.png,data/processed/restored/stable_diffusion/damage_size_sensitivity/p00_generic/sd__dsz__p018__loss_large__p00_generic__s2026__bd7ed459d4__restored_stable_diffusion_inpainting.png,data/processed/masks/damage_size_sensitivity/p018__loss_large__size_08pct_mask.png,True,True,full_image|content_region|mask_bbox_crop
clip_improved_dinov2_not_mask_bbox_crop,sd24_0485,sd__dsz__p026__loss_large__p00_generic__s2026__d3156a24aa,sd__dsz__p026__loss_large__p00_generic__s2026__d3156a24aa,p026__loss_large__size_10pct,damage_size_sensitivity,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,stable_diffusion_inpainting,,loss_large,mask_bbox_crop,71289,0.7305448055267334,0.8441416621208191,0.1135968565940857,0.8519752621650696,0.61738121509552,-0.2345940470695495,-0.0604985952377319,True,False,False,True,clip_improved_dinov2_not,0.3481909036636352,685,150,11,data/processed/clean/p026_clean.png,data/processed/damaged/damage_size_sensitivity/p026__loss_large__size_10pct_damaged.png,data/processed/restored/stable_diffusion/damage_size_sensitivity/p00_generic/sd__dsz__p026__loss_large__p00_generic__s2026__d3156a24aa__restored_stable_diffusion_inpainting.png,data/processed/masks/damage_size_sensitivity/p026__loss_large__size_10pct_mask.png,True,True,full_image|content_region|mask_bbox_crop
largest_clip_dinov2_disagreement_gap_mask_bbox_crop,sd24_0091,sd__can__p011__loss_large__p00_generic__s2026__615f206aa6,sd__can__p011__loss_large__p00_generic__s2026__615f206aa6,p011_loss_large,canonical,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,stable_diffusion_inpainting,p011_loss_large,loss_large,mask_bbox_crop,92416,0.7336057424545288,0.8422540426254272,0.1086483001708984,0.6689509749412537,0.301414430141449,-0.3675365447998047,-0.1294441223144531,True,False,False,True,clip_improved_dinov2_not,0.47618484497070307,777,58,2,data/processed/clean/p011_clean.png,data/processed/masked/p011_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p011__loss_large__p00_generic__s2026__615f206aa6__restored_stable_diffusion_inpainting.png,data/processed/masks/p011_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
largest_clip_dinov2_disagreement_gap_mask_bbox_crop,sd24_0101,sd__can__p013__loss_large__p00_generic__s2026__ba8252698c,sd__can__p013__loss_large__p00_generic__s2026__ba8252698c,p013_loss_large,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,stable_diffusion_inpainting,p013_loss_large,loss_large,mask_bbox_crop,94864,0.7018032073974609,0.8338680267333984,0.1320648193359375,0.7944443225860596,0.4777249693870544,-0.3167193531990051,-0.0923272669315338,True,False,False,True,clip_improved_dinov2_not,0.4487841725349426,730,105,3,data/processed/clean/p013_clean.png,data/processed/masked/p013_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p013__loss_large__p00_generic__s2026__ba8252698c__restored_stable_diffusion_inpainting.png,data/processed/masks/p013_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
largest_clip_dinov2_disagreement_gap_mask_bbox_crop,sd24_0102,sd__can__p013__loss_small__p00_generic__s2026__17bee91fc7,sd__can__p013__loss_small__p00_generic__s2026__17bee91fc7,p013_loss_small,canonical,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,stable_diffusion_inpainting,p013_loss_small,loss_small,mask_bbox_crop,541696,0.8706429600715637,0.92865389585495,0.0580109357833862,0.8160185813903809,0.4524966478347778,-0.363521933555603,-0.1527554988861084,True,False,False,True,clip_improved_dinov2_not,0.42153286933898926,801,34,4,data/processed/clean/p013_clean.png,data/processed/masked/p013_loss_small_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p013__loss_small__p00_generic__s2026__17bee91fc7__restored_stable_diffusion_inpainting.png,data/processed/masks/p013_loss_small_mask.png,True,True,full_image|content_region|mask_bbox_crop
largest_clip_dinov2_disagreement_gap_mask_bbox_crop,sd24_0176,sd__can__p020__loss_large__p00_generic__s2026__d809e2d7a4,sd__can__p020__loss_large__p00_generic__s2026__d809e2d7a4,p020_loss_large,canonical,p020,landscape_natural,Mediterranean landscape (recto); Mountains (verso),Unknown,,stable_diffusion_inpainting,p020_loss_large,loss_large,mask_bbox_crop,138384,0.7829794883728027,0.9329103231430054,0.1499308347702026,0.7752941846847534,0.5658071041107178,-0.2094870805740356,-0.0297781229019165,True,False,False,True,clip_improved_dinov2_not,0.35941791534423817,630,205,9,data/processed/clean/p020_clean.png,data/processed/masked/p020_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p020__loss_large__p00_generic__s2026__d809e2d7a4__restored_stable_diffusion_inpainting.png,data/processed/masks/p020_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
largest_clip_dinov2_disagreement_gap_mask_bbox_crop,sd24_0232,sd__can__p027__loss_small__p00_generic__s2026__cca2d43422,sd__can__p027__loss_small__p00_generic__s2026__cca2d43422,p027_loss_small,canonical,p027,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,Jan Both,,stable_diffusion_inpainting,p027_loss_small,loss_small,mask_bbox_crop,492804,0.7940823435783386,0.9480541348457336,0.153971791267395,0.8044980764389038,0.5612494945526123,-0.2432485818862915,-0.0446383953094482,True,False,False,True,clip_improved_dinov2_not,0.3972203731536865,662,173,5,data/processed/clean/p027_clean.png,data/processed/masked/p027_loss_small_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p027__loss_small__p00_generic__s2026__cca2d43422__restored_stable_diffusion_inpainting.png,data/processed/masks/p027_loss_small_mask.png,True,True,full_image|content_region|mask_bbox_crop
