neighbor_record_id,query_id,query_candidate_id,query_case_id,query_painting_id,query_model_id,lane,feature_model_id,image_role,region_id,neighbor_rank,neighbor_candidate_id,neighbor_case_id,neighbor_painting_id,neighbor_model_id,neighbor_recommendation_category,neighbor_manual_review_required,cosine_similarity,cosine_distance,secondary_feature_model_id,secondary_cosine_similarity,secondary_cosine_distance,secondary_query_embedding_id,secondary_neighbor_embedding_id,same_category,same_degradation_family,same_model,same_case,same_painting,query_embedding_id,neighbor_embedding_id,selection_reason,schema_version,status,issue
neighbor_f0ecddb2809d39334e36,query_01_portrait_figure_lower_risk,candidate__lama__synthetic_degradation__p001__dirt_dust__moderate__c00,synthetic_degradation__p001__dirt_dust__moderate,p001,lama,flagged,dinov2_vits14,restored,content_region,1,candidate__opencv_telea__canonical__p280__scratch_thin__c00,canonical__p280__scratch_thin,p280,opencv_telea,specialist_review_required,True,0.8097551465034485,0.1902448534965515,clip_vit_b32,0.7997482419013977,0.2002517580986023,fe__32f81b58b9083235950d,fe__b8fc28c0829d82230e42,True,True,False,False,False,fe__525676d7c0077e5d0baa,fe__ad19b146a7021112426f,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=portrait_figure,case_neighbors.v1,ok,
neighbor_1463850c65c3cc15fd97,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,2,sd15__p00__s2027__dddcc0a07f29,canonical__p007__mixed_damage,p007,stable_diffusion_inpainting,specialist_review_required,True,0.6725573539733887,0.32744264602661133,clip_vit_b32,0.8365527391433716,0.16344726085662842,fe__7242f1cc8c93457da9f7,fe__11e786bfc9d3fa1e8ed2,True,True,True,False,False,fe__27666d8af7678185adb9,fe__c16ff46fe13d4c786dfa,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_a5148cc9508764edfd2c,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,3,candidate__hint_places2__canonical__p007__mixed_damage__c00,canonical__p007__mixed_damage,p007,hint_places2,specialist_review_required,True,0.6660450100898743,0.33395498991012573,clip_vit_b32,0.8536539673805237,0.14634603261947632,fe__7242f1cc8c93457da9f7,fe__b7df0604ebdd9df75622,True,True,False,False,False,fe__27666d8af7678185adb9,fe__64a47c20404093d912df,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_d8128ff77381a40af494,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,4,sd15__p00__s2029__c26e96b240df,canonical__p007__mixed_damage,p007,stable_diffusion_inpainting,specialist_review_required,True,0.662115216255188,0.337884783744812,clip_vit_b32,0.8361009359359741,0.16389906406402588,fe__7242f1cc8c93457da9f7,fe__2cb0fe5b1cd55c02accf,True,True,True,False,False,fe__27666d8af7678185adb9,fe__e178f4a9df986db03e32,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_aa163d84b00aeded9fe1,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,5,sd15__p00__s2026__dac54411f164,canonical__p007__mixed_damage,p007,stable_diffusion_inpainting,specialist_review_required,True,0.6616432666778564,0.33835673332214355,clip_vit_b32,0.8457911014556885,0.15420889854431152,fe__7242f1cc8c93457da9f7,fe__a82467b1f090bcd3d75b,True,True,True,False,False,fe__27666d8af7678185adb9,fe__b6971730af4ae422d249,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_be277d940c509830567d,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,1,candidate__hint_places2__synthetic_degradation__p294__dirt_dust__severe__c00,synthetic_degradation__p294__dirt_dust__severe,p294,hint_places2,suitable_for_preliminary_inspection,False,0.5720155239105225,0.42798447608947754,clip_vit_b32,0.7043485045433044,0.29565149545669556,fe__7242f1cc8c93457da9f7,fe__26eab35e30bc87cd33a5,True,True,False,False,False,fe__27666d8af7678185adb9,fe__fe4e77352d7aafaac106,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_96bbec068c4032e5b19a,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,2,candidate__hint_places2__synthetic_degradation__p294__dirt_dust__moderate__c00,synthetic_degradation__p294__dirt_dust__moderate,p294,hint_places2,suitable_for_preliminary_inspection,False,0.5712013244628906,0.4287986755371094,clip_vit_b32,0.7035717964172363,0.29642820358276367,fe__7242f1cc8c93457da9f7,fe__5bae71a4213ae29fae8f,True,True,False,False,False,fe__27666d8af7678185adb9,fe__39b81ea8394dee342cd8,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_a7f497371e165e708149,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,3,candidate__hint_places2__synthetic_degradation__p294__dirt_dust__mild__c00,synthetic_degradation__p294__dirt_dust__mild,p294,hint_places2,suitable_for_preliminary_inspection,False,0.5704686641693115,0.4295313358306885,clip_vit_b32,0.704060971736908,0.29593902826309204,fe__7242f1cc8c93457da9f7,fe__7146346dcf9123c73325,True,True,False,False,False,fe__27666d8af7678185adb9,fe__0ef1ef98920ba981ec7b,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_a7a3397dab4c3e03514f,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,4,candidate__lama__synthetic_degradation__p294__dirt_dust__severe__c00,synthetic_degradation__p294__dirt_dust__severe,p294,lama,suitable_for_preliminary_inspection,False,0.5688785910606384,0.4311214089393616,clip_vit_b32,0.7046622633934021,0.2953377366065979,fe__7242f1cc8c93457da9f7,fe__a160834775f7ae622100,True,True,False,False,False,fe__27666d8af7678185adb9,fe__9e66df80210b6e115ba8,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_18caa8069e609743c97c,query_02_portrait_figure_flagged,sd15__p00__s2026__29ff258ff921,canonical__p002__loss_large,p002,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,5,candidate__lama__synthetic_degradation__p294__dirt_dust__moderate__c00,synthetic_degradation__p294__dirt_dust__moderate,p294,lama,suitable_for_preliminary_inspection,False,0.5679382085800171,0.4320617914199829,clip_vit_b32,0.7033710479736328,0.2966289520263672,fe__7242f1cc8c93457da9f7,fe__9eafda2ffc234b6ab2c1,True,True,False,False,False,fe__27666d8af7678185adb9,fe__c2777ad55a156b3aea6f,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=portrait_figure,case_neighbors.v1,ok,
neighbor_2d9ac90eb26429e49cf5,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,flagged,dinov2_vits14,restored,content_region,1,candidate__opencv_telea__canonical__p112__loss_small__c00,canonical__p112__loss_small,p112,opencv_telea,specialist_review_required,True,0.5365748405456543,0.4634251594543457,clip_vit_b32,0.789330005645752,0.21066999435424805,fe__22b44d04eed5056056c5,fe__53b6cf08144d17ff0ab6,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__61e174ac27e36d7e872b,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_37b5dc68250c0adeb32c,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,flagged,dinov2_vits14,restored,content_region,2,sd15__p00__s2026__7559ab9ca9c8,canonical__p112__mixed_damage,p112,stable_diffusion_inpainting,specialist_review_required,True,0.5317845344543457,0.4682154655456543,clip_vit_b32,0.7823655009269714,0.21763449907302856,fe__22b44d04eed5056056c5,fe__9cc321bf999553800261,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__2f524e0c0520be5aa296,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_d0b51233aeb5484efd31,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,flagged,dinov2_vits14,restored,content_region,3,sd15__p00__s2028__8cad55949844,canonical__p112__scratch_thin,p112,stable_diffusion_inpainting,specialist_review_required,True,0.527664065361023,0.47233593463897705,clip_vit_b32,0.7694812417030334,0.23051875829696655,fe__22b44d04eed5056056c5,fe__2dad7a2dff1daa744fa6,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__a0015b2321b4f4563caa,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_5578159eba0bde136646,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,flagged,dinov2_vits14,restored,content_region,4,candidate__lama__canonical__p112__loss_small__c00,canonical__p112__loss_small,p112,lama,specialist_review_required,True,0.5275911688804626,0.47240883111953735,clip_vit_b32,0.7757667303085327,0.22423326969146729,fe__22b44d04eed5056056c5,fe__8af53f59d3f31029b54c,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__1d67c62884c41a231f66,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_adb7962c70316933d671,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,flagged,dinov2_vits14,restored,content_region,5,candidate__lama__canonical__p112__scratch_thin__c00,canonical__p112__scratch_thin,p112,lama,specialist_review_required,True,0.5271475315093994,0.4728524684906006,clip_vit_b32,0.7798200845718384,0.22017991542816162,fe__22b44d04eed5056056c5,fe__68ec6c0a97d1967645ab,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__db956492209ddc76786e,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_061c9aa2f0ea90f9eb79,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,lower_risk,dinov2_vits14,restored,content_region,1,candidate__opencv_telea__synthetic_degradation__p139__water_stain__mild__c00,synthetic_degradation__p139__water_stain__mild,p139,opencv_telea,suitable_for_preliminary_inspection,False,0.4402783513069153,0.5597216486930847,clip_vit_b32,0.7323755621910095,0.2676244378089905,fe__22b44d04eed5056056c5,fe__e2e16b91624f054e8b42,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__f36253d6b1f6d639eea2,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_b5121c688628411a822f,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,lower_risk,dinov2_vits14,restored,content_region,2,candidate__lama__synthetic_degradation__p139__partial_transparency__severe__c00,synthetic_degradation__p139__partial_transparency__severe,p139,lama,suitable_for_preliminary_inspection,False,0.4401698112487793,0.5598301887512207,clip_vit_b32,0.7181952595710754,0.28180474042892456,fe__22b44d04eed5056056c5,fe__b0cf060ddcc3dbe86cb7,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__c7bfc2e286f63b899bce,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_f9a11fc004010a48ac84,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,lower_risk,dinov2_vits14,restored,content_region,3,candidate__lama__synthetic_degradation__p139__partial_transparency__moderate__c00,synthetic_degradation__p139__partial_transparency__moderate,p139,lama,suitable_for_preliminary_inspection,False,0.4301089942455292,0.5698910057544708,clip_vit_b32,0.7762636542320251,0.22373634576797485,fe__22b44d04eed5056056c5,fe__eb92423ad42e4879b5ee,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__494b05f81754416616e3,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_9080b1c5bbb7f9b3540e,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,lower_risk,dinov2_vits14,restored,content_region,4,candidate__hint_places2__synthetic_degradation__p139__water_stain__mild__c00,synthetic_degradation__p139__water_stain__mild,p139,hint_places2,suitable_for_preliminary_inspection,False,0.4214051067829132,0.5785948932170868,clip_vit_b32,0.7607525587081909,0.23924744129180908,fe__22b44d04eed5056056c5,fe__ce7fb40c4713213f4695,False,True,True,False,False,fe__6d5edc129a38ecf7bd77,fe__b8b71be268fa2bb75be9,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_4715032f20420ab70b8a,query_03_landscape_natural_lower_risk,candidate__hint_places2__synthetic_degradation__p018__dirt_dust__mild__c00,synthetic_degradation__p018__dirt_dust__mild,p018,hint_places2,lower_risk,dinov2_vits14,restored,content_region,5,candidate__opencv_telea__synthetic_degradation__p139__dirt_dust__severe__c00,synthetic_degradation__p139__dirt_dust__severe,p139,opencv_telea,suitable_for_preliminary_inspection,False,0.41408103704452515,0.5859189629554749,clip_vit_b32,0.7355442047119141,0.26445579528808594,fe__22b44d04eed5056056c5,fe__d1d319fbc982e4caaaee,False,True,False,False,False,fe__6d5edc129a38ecf7bd77,fe__fa91462d219c2d4c9418,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=landscape_natural,case_neighbors.v1,ok,
neighbor_787215caa9d23e0b1411,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,flagged,dinov2_vits14,restored,content_region,1,candidate__hint_places2__canonical__p215__loss_large__c00,canonical__p215__loss_large,p215,hint_places2,specialist_review_required,True,0.7891196012496948,0.21088039875030518,clip_vit_b32,0.8582587242126465,0.14174127578735352,fe__da043680e7a3a891d3d2,fe__234f1edbfa63b385a0c8,False,True,True,False,False,fe__3242517ec7af2572d467,fe__6f348b86e1ae14891eb7,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_1f1b3b3e32a908ee3e8a,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,flagged,dinov2_vits14,restored,content_region,2,candidate__hint_places2__mask_robustness__p220__loss_large__target_12p5pct__variant_03__c00,mask_robustness__p220__loss_large__target_12p5pct__variant_03,p220,hint_places2,specialist_review_required,True,0.7538281679153442,0.24617183208465576,clip_vit_b32,0.7640082240104675,0.23599177598953247,fe__da043680e7a3a891d3d2,fe__97e2401367613083557f,False,True,True,False,False,fe__3242517ec7af2572d467,fe__06041519ad4f6fad5f15,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_ddbe546ada34a35ecbe3,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,flagged,dinov2_vits14,restored,content_region,3,candidate__hint_places2__canonical__p014__mixed_damage__c00,canonical__p014__mixed_damage,p014,hint_places2,specialist_review_required,True,0.722622275352478,0.277377724647522,clip_vit_b32,0.8790438175201416,0.1209561824798584,fe__da043680e7a3a891d3d2,fe__e680da9a465e4a673ebe,True,True,True,False,False,fe__3242517ec7af2572d467,fe__f4cd780481f67caa11ca,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_b6858e1ae4a513eca23e,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,flagged,dinov2_vits14,restored,content_region,4,candidate__hint_places2__canonical__p012__loss_large__c00,canonical__p012__loss_large,p012,hint_places2,specialist_review_required,True,0.7181606292724609,0.28183937072753906,clip_vit_b32,0.8833399415016174,0.11666005849838257,fe__da043680e7a3a891d3d2,fe__e525b2757ff814a32935,True,True,True,False,False,fe__3242517ec7af2572d467,fe__0b39ce509c6c58b2d942,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
