report_case_id,report_dataset_name,report_painting_id,report_source_case_id,report_mask_type,report_model_name,report_is_zero_control,clean_path,damaged_path,mask_path,restored_path,runtime_seconds,started_at_utc,completed_at_utc,status,issue,clean_painting_id,clean_category,clean_title,clean_artist,clean_date,clean_style_or_period,clean_medium,clean_source,clean_source_url,clean_license,clean_filename,clean_content_x_min,clean_content_y_min,clean_content_x_max,clean_content_y_max,report_category,report_title,report_artist,report_date,report_style,report_medium,report_source,report_source_url,report_license,difference_map_figure_filename,difference_map_figure_path,difference_map_figure_sha256,difference_map_figure_size_bytes_disk,difference_map_figure_filesize_mb,difference_map_generation_runtime_seconds,spatial_mask_area_pixels,spatial_mask_area_fraction_full,spatial_mask_area_percentage_full,spatial_masked_pixel_count,spatial_outside_mask_pixel_count,spatial_boundary_pixel_count,spatial_improvement_mean_full,spatial_improvement_boundary_mean,spatial_improvement_outside_mask_mean,spatial_damaged_error_masked_mean,spatial_restored_error_masked_mean,spatial_damaged_error_boundary_mean,spatial_restored_error_boundary_mean,spatial_flag_net_masked_degradation,spatial_flag_boundary_degradation,spatial_flag_outside_mask_degradation,spatial_flag_high_negative_masked_percentage,spatial_spatial_flag_count,spatial_boundary_net_change_class,spatial_outside_mask_net_change_class,report_has_difference_map,report_has_mask_bbox_lpips,report_has_mask_bbox_feature_similarity
opencv_telea__canonical__canonical__p023_loss_large,canonical,p023,canonical__p023_loss_large,loss_large,opencv_telea,False,data/processed/clean/p023_clean.png,data/processed/masked/p023_loss_large_damaged.png,data/processed/masks/p023_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p023_loss_large_restored_opencv_telea.png,0.4316559999715537,2026-07-26T14:04:25.715185+00:00,2026-07-26T14:04:26.146081+00:00,ok,,p023,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,p023.jpg,109,0,659,768,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,opencv_telea_canonical_canonical_p023_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p023_loss_large_difference_maps.png,b13a71c3460ce9751ca2c2cb25833f144d16d6110985be1d0d9165596d76e1c5,2169209,2.068718910217285,5.987445399980061,44286,0.0750834147135416,7.508341471354167,44286,545538,10108,7.725024700164795,62.69515609741211,0.0,147.44915771484375,44.563255310058594,69.24353790283203,6.548377513885498,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p023_loss_small,canonical,p023,canonical__p023_loss_small,loss_small,opencv_telea,False,data/processed/clean/p023_clean.png,data/processed/masked/p023_loss_small_damaged.png,data/processed/masks/p023_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p023_loss_small_restored_opencv_telea.png,0.4326987999957055,2026-07-26T14:04:26.148633+00:00,2026-07-26T14:04:26.581221+00:00,ok,,p023,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,p023.jpg,109,0,659,768,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,opencv_telea_canonical_canonical_p023_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p023_loss_small_difference_maps.png,b86f0217b6b86c71ee87ff8a45f73d346cf4aac73b25fa20414e39b22de10070,2123055,2.024703025817871,6.071886499994434,18453,0.0312856038411458,3.1285603841145835,18453,571371,13229,4.032454013824463,62.57878112792969,0.0,145.55862426757812,16.66693878173828,67.6104507446289,5.031672954559326,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p023_mixed_damage,canonical,p023,canonical__p023_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p023_clean.png,data/processed/masked/p023_mixed_damage_damaged.png,data/processed/masks/p023_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p023_mixed_damage_restored_opencv_telea.png,0.4649297999567352,2026-07-26T14:04:26.583463+00:00,2026-07-26T14:04:27.049215+00:00,ok,,p023,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,p023.jpg,109,0,659,768,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,opencv_telea_canonical_canonical_p023_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p023_mixed_damage_difference_maps.png,2025407cc8240c38640d91827eb7ae1bcc311c90b8a2010b8a12f17d32a19cda,2282609,2.176865577697754,5.862924899964128,42254,0.0716383192274305,7.163831922743055,42254,547570,42509,8.717521667480469,45.40164566040039,0.0,144.0692138671875,22.38125991821289,48.35709381103516,2.955444574356079,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p023_scratch_thin,canonical,p023,canonical__p023_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p023_clean.png,data/processed/masked/p023_scratch_thin_damaged.png,data/processed/masks/p023_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p023_scratch_thin_restored_opencv_telea.png,0.3911525000003166,2026-07-26T14:04:27.051227+00:00,2026-07-26T14:04:27.442243+00:00,ok,,p023,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,p023.jpg,109,0,659,768,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,opencv_telea_canonical_canonical_p023_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p023_scratch_thin_difference_maps.png,bd715f8ccd0b8e90970955c0c722051db2461675fdbefb90b22e9ad4d1b90095,2161635,2.061495780944824,6.059165999991819,8131,0.0137854682074652,1.378546820746528,8131,581693,32071,1.6389909982681274,30.143007278442383,0.0,125.77017974853516,6.877505779266357,31.886669158935547,1.7436624765396118,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p023_zero_control,canonical,p023,canonical__p023_zero_control,zero_control,opencv_telea,True,data/processed/clean/p023_clean.png,data/processed/masked/p023_zero_control_damaged.png,data/processed/masks/p023_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p023_zero_control_restored_opencv_telea.png,0.3919653999619186,2026-07-26T14:04:27.444843+00:00,2026-07-26T14:04:27.837412+00:00,ok,,p023,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,p023.jpg,109,0,659,768,architecture_structured,Church Interior,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Church-Interior--03aa0ac29d0083c4a571318a84e8f945,Public domain,opencv_telea_canonical_canonical_p023_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p023_zero_control_difference_maps.png,ca668d3e065d9cfd090a351abf6ac6dcb9321b931464decb75e32ff8b21a0dab,2013404,1.9201316833496092,6.061600799963344,0,0.0,0.0,0,589824,0,0.0,,0.0,,,,,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p024_loss_large,canonical,p024,canonical__p024_loss_large,loss_large,opencv_telea,False,data/processed/clean/p024_clean.png,data/processed/masked/p024_loss_large_damaged.png,data/processed/masks/p024_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p024_loss_large_restored_opencv_telea.png,0.5275409999885596,2026-07-26T14:04:27.839426+00:00,2026-07-26T14:04:28.367505+00:00,ok,,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,p024.jpg,85,0,683,768,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,opencv_telea_canonical_canonical_p024_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p024_loss_large_difference_maps.png,830ba966783f3429a7976bac4c1541e4ec2c10564cb7e17e062b3d6887ece9fa,2225487,2.122389793395996,6.03375339997001,57578,0.0976189507378472,9.761895073784723,57578,532246,11289,12.01702880859375,70.08692932128906,0.0,159.34255981445312,36.24116516113281,74.98091888427734,4.8939971923828125,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p024_loss_small,canonical,p024,canonical__p024_loss_small,loss_small,opencv_telea,False,data/processed/clean/p024_clean.png,data/processed/masked/p024_loss_small_damaged.png,data/processed/masks/p024_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p024_loss_small_restored_opencv_telea.png,0.4535368999931961,2026-07-26T14:04:28.369890+00:00,2026-07-26T14:04:28.822852+00:00,ok,,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,p024.jpg,85,0,683,768,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,opencv_telea_canonical_canonical_p024_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p024_loss_small_difference_maps.png,fd6c7a6a31976234511463437067bce49c2606d924cfd54880fbe8e40c51bbde,2166608,2.0662384033203125,6.113079299975652,20530,0.0348069932725694,3.4806993272569446,20530,569294,16964,6.659070014953613,89.40968322753906,0.0,202.3790740966797,11.064992904663086,93.01524353027344,3.605556964874268,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p024_mixed_damage,canonical,p024,canonical__p024_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p024_clean.png,data/processed/masked/p024_mixed_damage_damaged.png,data/processed/masks/p024_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p024_mixed_damage_restored_opencv_telea.png,0.5402882000198588,2026-07-26T14:04:28.825414+00:00,2026-07-26T14:04:29.365753+00:00,ok,,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,p024.jpg,85,0,683,768,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,opencv_telea_canonical_canonical_p024_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p024_mixed_damage_difference_maps.png,d20f799605daf4f2333eac83d1e8bbf751404d368a460b1276475928f3eb7314,2321152,2.213623046875,6.145293300040066,37292,0.0632256401909722,6.322564019097222,37292,552532,37882,11.18152904510498,57.23411560058594,0.0,191.86819458007807,15.016982078552246,59.57292556762695,2.338815212249756,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p024_scratch_thin,canonical,p024,canonical__p024_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p024_clean.png,data/processed/masked/p024_scratch_thin_damaged.png,data/processed/masks/p024_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p024_scratch_thin_restored_opencv_telea.png,0.4509088000049814,2026-07-26T14:04:29.368303+00:00,2026-07-26T14:04:29.819405+00:00,ok,,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,p024.jpg,85,0,683,768,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,opencv_telea_canonical_canonical_p024_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p024_scratch_thin_difference_maps.png,74060ba2a799d93f2cb854ebd9510e95e93903bdcb2f9949e748bf195605397e,2173577,2.072884559631348,6.067744500003755,6922,0.0117357042100694,1.1735704210069444,6922,582902,30232,2.171571493148804,42.36719512939453,0.0,190.3517303466797,5.312000751495361,43.58344268798828,1.2162498235702517,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p024_zero_control,canonical,p024,canonical__p024_zero_control,zero_control,opencv_telea,True,data/processed/clean/p024_clean.png,data/processed/masked/p024_zero_control_damaged.png,data/processed/masks/p024_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p024_zero_control_restored_opencv_telea.png,0.4298285999684594,2026-07-26T14:04:29.821405+00:00,2026-07-26T14:04:30.251005+00:00,ok,,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,p024.jpg,85,0,683,768,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Interior-of-the-Church-of-St-Bavo-in-Haarlem--b31dd103930167349dc1a3b0a51bb271,Public domain,opencv_telea_canonical_canonical_p024_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p024_zero_control_difference_maps.png,f9a933dc169acfc4ee2977abf8bb5536f1e53961a2cc47851d7ca6f2b6e511c6,2019722,1.926156997680664,6.986376499990001,0,0.0,0.0,0,589824,0,0.0,,0.0,,,,,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p025_loss_large,canonical,p025,canonical__p025_loss_large,loss_large,opencv_telea,False,data/processed/clean/p025_clean.png,data/processed/masked/p025_loss_large_damaged.png,data/processed/masks/p025_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p025_loss_large_restored_opencv_telea.png,0.5727729999925941,2026-07-26T14:04:30.254527+00:00,2026-07-26T14:04:30.826650+00:00,ok,,p025,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,p025.jpg,0,64,768,704,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,opencv_telea_canonical_canonical_p025_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p025_loss_large_difference_maps.png,a48e52f1ddf05460ef6d9900a03c8a32a09c945396543a338a7000305bb89496,2351542,2.242605209350586,6.240992100036237,60302,0.1022372775607639,10.22372775607639,60302,529522,10397,14.060473442077637,73.2041244506836,0.0,159.67092895507812,22.143085479736328,76.61238861083984,3.408258438110352,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p025_loss_small,canonical,p025,canonical__p025_loss_small,loss_small,opencv_telea,False,data/processed/clean/p025_clean.png,data/processed/masked/p025_loss_small_damaged.png,data/processed/masks/p025_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p025_loss_small_restored_opencv_telea.png,0.5066714000422508,2026-07-26T14:04:30.829382+00:00,2026-07-26T14:04:31.335774+00:00,ok,,p025,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,p025.jpg,0,64,768,704,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,opencv_telea_canonical_canonical_p025_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p025_loss_small_difference_maps.png,bfaeea1141a11e973659120b5a765c7d0f7ed2653b3f8a4cc0e3e148e32fbf28,2262525,2.157711982727051,6.300324700016063,15212,0.0257907443576388,2.579074435763889,15212,574612,13343,3.1078994274139404,57.27894592285156,0.0,133.99790954589844,13.493449211120604,60.38799285888672,3.10904598236084,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p025_mixed_damage,canonical,p025,canonical__p025_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p025_clean.png,data/processed/masked/p025_mixed_damage_damaged.png,data/processed/masks/p025_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p025_mixed_damage_restored_opencv_telea.png,0.5655327999847941,2026-07-26T14:04:31.338287+00:00,2026-07-26T14:04:31.904027+00:00,ok,,p025,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,p025.jpg,0,64,768,704,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,opencv_telea_canonical_canonical_p025_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p025_mixed_damage_difference_maps.png,d135bb17f1e10b7857ef03031265f5d5a8c324b9d2d02f6acb6d581575dab8bd,2509714,2.3934497833251958,6.294818599999417,44548,0.0755276150173611,7.552761501736111,44548,545276,49341,6.787874221801758,33.739768981933594,0.0,110.81194305419922,20.93919563293457,36.08143997192383,2.341670036315918,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p025_scratch_thin,canonical,p025,canonical__p025_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p025_clean.png,data/processed/masked/p025_scratch_thin_damaged.png,data/processed/masks/p025_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p025_scratch_thin_restored_opencv_telea.png,0.5054887000005692,2026-07-26T14:04:31.906541+00:00,2026-07-26T14:04:32.412018+00:00,ok,,p025,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,p025.jpg,0,64,768,704,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,opencv_telea_canonical_canonical_p025_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p025_scratch_thin_difference_maps.png,5b596e1faa41265beab24b126facfc5fdf57b93397c4f1994e11aca5d085bb45,2451963,2.338374137878418,6.539853499969468,14613,0.0247751871744791,2.477518717447917,14613,575211,55631,2.916407823562622,30.921022415161133,0.0,126.51136779785156,8.79650592803955,33.231658935546875,2.310642004013061,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p025_zero_control,canonical,p025,canonical__p025_zero_control,zero_control,opencv_telea,True,data/processed/clean/p025_clean.png,data/processed/masked/p025_zero_control_damaged.png,data/processed/masks/p025_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p025_zero_control_restored_opencv_telea.png,0.4448600999894552,2026-07-26T14:04:32.414621+00:00,2026-07-26T14:04:32.860056+00:00,ok,,p025,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,p025.jpg,0,64,768,704,architecture_structured,The Quay de Paris in Rouen,Johannes Bosboom,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/The-Quay-de-Paris-in-Rouen--8daf5b303aefa1b66277fe8526c0a25e,Public domain,opencv_telea_canonical_canonical_p025_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p025_zero_control_difference_maps.png,3d34bff619d1a7528cc72f1cfbbf2d6eda669361b5adbc2e19182f762c152d34,2165805,2.0654726028442383,6.080987200024538,0,0.0,0.0,0,589824,0,0.0,,0.0,,,,,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p026_loss_large,canonical,p026,canonical__p026_loss_large,loss_large,opencv_telea,False,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_large_damaged.png,data/processed/masks/p026_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p026_loss_large_restored_opencv_telea.png,0.4132661000476219,2026-07-26T14:04:32.861608+00:00,2026-07-26T14:04:33.275003+00:00,ok,,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/View-of-a-Village-along-a-River--c8cdc4675af3869fd7e7c95e32ddb396,Public domain,p026.jpg,0,119,768,648,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/View-of-a-Village-along-a-River--c8cdc4675af3869fd7e7c95e32ddb396,Public domain,opencv_telea_canonical_canonical_p026_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p026_loss_large_difference_maps.png,dab749c3cab07760eebe7934632c4073a95f044705e2b26ad033cd1344f79df6,2307643,2.200739860534668,5.982579899951816,52670,0.0892978244357639,8.92978244357639,52670,537154,11226,9.716806411743164,60.11140823364258,0.0,124.63499450683594,15.821517944335938,63.48363876342773,3.3722312450408936,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p026_loss_small,canonical,p026,canonical__p026_loss_small,loss_small,opencv_telea,False,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_small_damaged.png,data/processed/masks/p026_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p026_loss_small_restored_opencv_telea.png,0.3290119000012055,2026-07-26T14:04:33.278002+00:00,2026-07-26T14:04:33.606891+00:00,ok,,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/View-of-a-Village-along-a-River--c8cdc4675af3869fd7e7c95e32ddb396,Public domain,p026.jpg,0,119,768,648,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/View-of-a-Village-along-a-River--c8cdc4675af3869fd7e7c95e32ddb396,Public domain,opencv_telea_canonical_canonical_p026_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p026_loss_small_difference_maps.png,f4880a660d4973205518964c5e6c8b1f1108c571c7341cc45afc7529a976c733,2226557,2.123410224914551,6.065414600016084,15084,0.02557373046875,2.557373046875,15084,574740,11871,3.988856077194214,71.53205108642578,0.0,166.5201416015625,10.54538917541504,75.6923599243164,4.160306453704834,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p026_mixed_damage,canonical,p026,canonical__p026_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p026_clean.png,data/processed/masked/p026_mixed_damage_damaged.png,data/processed/masks/p026_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p026_mixed_damage_restored_opencv_telea.png,0.3812770000076853,2026-07-26T14:04:33.609201+00:00,2026-07-26T14:04:33.990511+00:00,ok,,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/View-of-a-Village-along-a-River--c8cdc4675af3869fd7e7c95e32ddb396,Public domain,p026.jpg,0,119,768,648,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/View-of-a-Village-along-a-River--c8cdc4675af3869fd7e7c95e32ddb396,Public domain,opencv_telea_canonical_canonical_p026_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p026_mixed_damage_difference_maps.png,097ad03c2d2fc29c9ec1544a4b4f7c5fa14c6d5338706a845099c765360f3e5d,2394436,2.283512115478516,6.107627900026273,37951,0.0643429226345486,6.434292263454861,37951,551873,40959,8.970664978027344,49.94062423706055,0.0,153.3765869140625,13.956987380981444,53.66387176513672,3.723251819610596,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
