lpips_row_id,lpips_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,lpips_net,lpips_input_size,damaged_lpips,restored_lpips,lpips_improvement,metric_runtime_seconds,case_runtime_seconds,lpips_schema_version,lpips_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,lpips_package_version,status,issue
lama__canonical__canonical__p001_scratch_thin__content_region__lpips,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,content_region,509184,52,0,715,768,12058,False,> 127,8,alex,256,0.5582216382026672,0.0019040463957935572,0.5563175918068737,0.07211359997745603,0.38351509999483824,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p001_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,12058,False,> 127,8,alex,256,0.5241221189498901,0.0016946960240602493,0.5224274229258299,0.08098049997352064,0.38351509999483824,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p001_zero_control__full_image__lpips,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_zero_control,zero_control,p001_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.08078069996554404,0.2808828999986872,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p001_zero_control__content_region__lpips,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_zero_control,zero_control,p001_zero_control,zero_control,content_region,509184,52,0,715,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.07473200000822544,0.2808828999986872,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_loss_large__full_image__lpips,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_large,loss_large,p002_loss_large,loss_large,full_image,589824,0,0,768,768,37439,False,> 127,8,alex,256,0.13713961839675903,0.041102781891822815,0.09603683650493622,0.07787049992475659,0.3698707000585273,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_loss_large__content_region__lpips,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_large,loss_large,p002_loss_large,loss_large,content_region,344832,159,0,608,768,37439,False,> 127,8,alex,256,0.21222202479839325,0.06382626295089722,0.14839576184749603,0.07106760004535317,0.3698707000585273,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_large,loss_large,p002_loss_large,loss_large,mask_bbox_crop,91204,173,61,475,363,37439,False,> 127,8,alex,256,0.5789409875869751,0.2132023572921753,0.3657386302947998,0.05064540007151663,0.3698707000585273,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_loss_small__full_image__lpips,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_small,loss_small,p002_loss_small,loss_small,full_image,589824,0,0,768,768,18776,False,> 127,8,alex,256,0.21961764991283417,0.002512934384867549,0.21710471552796662,0.07640749996062368,0.33950200001709163,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_loss_small__content_region__lpips,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_small,loss_small,p002_loss_small,loss_small,content_region,344832,159,0,608,768,18776,False,> 127,8,alex,256,0.3161589801311493,0.00466638058423996,0.31149259954690933,0.060553999966941774,0.33950200001709163,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_small,loss_small,p002_loss_small,loss_small,mask_bbox_crop,343396,82,43,668,629,18776,False,> 127,8,alex,256,0.2851801812648773,0.004214004147797823,0.2809661771170795,0.07116309995763004,0.33950200001709163,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_mixed_damage__full_image__lpips,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,34546,False,> 127,8,alex,256,0.4250534176826477,0.004024127963930368,0.42102928971871734,0.07030190003570169,0.3646471000974998,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_mixed_damage__content_region__lpips,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,content_region,344832,159,0,608,768,34546,False,> 127,8,alex,256,0.5102348923683167,0.004394109360873699,0.505840783007443,0.06235819996800274,0.3646471000974998,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,34546,False,> 127,8,alex,256,0.4250534176826477,0.004024127963930368,0.42102928971871734,0.08407159999478608,0.3646471000974998,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_scratch_thin__full_image__lpips,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,9599,False,> 127,8,alex,256,0.3538006544113159,0.0010258714901283383,0.3527747829211876,0.09543099999427795,0.3960286999354139,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_scratch_thin__content_region__lpips,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,content_region,344832,159,0,608,768,9599,False,> 127,8,alex,256,0.42260879278182983,0.0013517551124095917,0.42125703766942024,0.08814530004747212,0.3960286999354139,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,mask_bbox_crop,561001,9,0,758,749,9599,False,> 127,8,alex,256,0.36569181084632874,0.0013580211671069264,0.3643337896792218,0.07840710005257279,0.3960286999354139,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_zero_control__full_image__lpips,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,canonical__p002_zero_control,p002_zero_control,canonical__p002_zero_control,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_zero_control,zero_control,p002_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.08468660002108663,0.3173997999401763,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p002_zero_control__content_region__lpips,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,canonical__p002_zero_control,p002_zero_control,canonical__p002_zero_control,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_zero_control,zero_control,p002_zero_control,zero_control,content_region,344832,159,0,608,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.09871669998392463,0.3173997999401763,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_loss_large__full_image__lpips,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_large,loss_large,p003_loss_large,loss_large,full_image,589824,0,0,768,768,61056,False,> 127,8,alex,256,0.18605634570121765,0.05468888208270073,0.13136746361851692,0.08022420003544539,0.3933102000737563,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_loss_large__content_region__lpips,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_large,loss_large,p003_loss_large,loss_large,content_region,471552,77,0,691,768,61056,False,> 127,8,alex,256,0.2227025032043457,0.06989498436450958,0.15280751883983612,0.07089680002536625,0.3933102000737563,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_large,loss_large,p003_loss_large,loss_large,mask_bbox_crop,181476,125,25,551,451,61056,False,> 127,8,alex,256,0.47422850131988525,0.18320679664611816,0.2910217046737671,0.0422470000339672,0.3933102000737563,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_loss_small__full_image__lpips,lama__canonical__canonical__p003_loss_small,lama__canonical__canonical__p003_loss_small,lama__canonical__canonical__p003_loss_small,canonical__p003_loss_small,p003_loss_small,canonical__p003_loss_small,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_small,loss_small,p003_loss_small,loss_small,full_image,589824,0,0,768,768,21602,False,> 127,8,alex,256,0.21320155262947083,0.00721887219697237,0.20598268043249846,0.06788490002509207,0.3380452999845147,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_loss_small__content_region__lpips,lama__canonical__canonical__p003_loss_small,lama__canonical__canonical__p003_loss_small,lama__canonical__canonical__p003_loss_small,canonical__p003_loss_small,p003_loss_small,canonical__p003_loss_small,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_small,loss_small,p003_loss_small,loss_small,content_region,471552,77,0,691,768,21602,False,> 127,8,alex,256,0.22817638516426086,0.010337376967072487,0.21783900819718838,0.05677829997148365,0.3380452999845147,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p003_loss_small,lama__canonical__canonical__p003_loss_small,lama__canonical__canonical__p003_loss_small,canonical__p003_loss_small,p003_loss_small,canonical__p003_loss_small,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_small,loss_small,p003_loss_small,loss_small,mask_bbox_crop,336400,76,0,656,580,21602,False,> 127,8,alex,256,0.2817305028438568,0.013950559310615063,0.26777994353324175,0.05051049997564405,0.3380452999845147,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_mixed_damage__full_image__lpips,lama__canonical__canonical__p003_mixed_damage,lama__canonical__canonical__p003_mixed_damage,lama__canonical__canonical__p003_mixed_damage,canonical__p003_mixed_damage,p003_mixed_damage,canonical__p003_mixed_damage,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_mixed_damage,mixed_damage,p003_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,43486,False,> 127,8,alex,256,0.3212358355522156,0.017393212765455246,0.30384262278676033,0.06557440001051873,0.37001249997410923,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_mixed_damage__content_region__lpips,lama__canonical__canonical__p003_mixed_damage,lama__canonical__canonical__p003_mixed_damage,lama__canonical__canonical__p003_mixed_damage,canonical__p003_mixed_damage,p003_mixed_damage,canonical__p003_mixed_damage,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_mixed_damage,mixed_damage,p003_mixed_damage,mixed_damage,content_region,471552,77,0,691,768,43486,False,> 127,8,alex,256,0.3456200957298279,0.022546179592609406,0.3230739161372185,0.06028749991673976,0.37001249997410923,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p003_mixed_damage,lama__canonical__canonical__p003_mixed_damage,lama__canonical__canonical__p003_mixed_damage,canonical__p003_mixed_damage,p003_mixed_damage,canonical__p003_mixed_damage,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_mixed_damage,mixed_damage,p003_mixed_damage,mixed_damage,mask_bbox_crop,547600,14,28,754,768,43486,False,> 127,8,alex,256,0.3455921709537506,0.022871755063533783,0.3227204158902168,0.07945829990785569,0.37001249997410923,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p003_scratch_thin__full_image__lpips,lama__canonical__canonical__p003_scratch_thin,lama__canonical__canonical__p003_scratch_thin,lama__canonical__canonical__p003_scratch_thin,canonical__p003_scratch_thin,p003_scratch_thin,canonical__p003_scratch_thin,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_scratch_thin,scratch_thin,p003_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,7403,False,> 127,8,alex,256,0.27972617745399475,0.0006563939969055355,0.2790697834570892,0.08110069995746017,0.3734702999936417,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
