case_id,painting_id,mask_id,category,mask_type,selection_reasons,selection_count,has_uncertainty_heatmap,has_texture_disagreement,case_diagnostic_grid_path,case_report_html_path,clean_image_path_relative,damaged_image_path_relative,mask_image_path_relative,opencv_image_path_relative,lama_image_path_relative,stable_diffusion_image_path_relative,uncertainty_heatmap_png_path,uncertainty_overlay_png_path,uncertainty_masked_mean_uncertainty,uncertainty_boundary_mean_uncertainty,stable_diffusion_inpainting_metric_wins,opencv_telea_metric_wins,lama_metric_wins
p018_scratch_thin,p018,p018_scratch_thin,landscape_natural,scratch_thin,mask_type_representative__scratch_thin,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p018_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p018_scratch_thin_case_diagnostic.html,data/processed/clean/p018_clean.png,data/processed/masked/p018_scratch_thin_damaged.png,data/processed/masks/p018_scratch_thin_mask.png,data/processed/restored/opencv_telea/p018_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p018_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p018_scratch_thin_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p018_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p018_scratch_thin_uncertainty_overlay.png,15.35952377319336,4.709848880767822,0,1,5
p026_loss_large,p026,p026_loss_large,architecture_structured,loss_large,category_representative__architecture_structured,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p026_loss_large_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p026_loss_large_case_diagnostic.html,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_large_damaged.png,data/processed/masks/p026_loss_large_mask.png,data/processed/restored/opencv_telea/p026_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p026_loss_large_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p026_loss_large_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p026_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p026_loss_large_uncertainty_overlay.png,21.28169059753418,5.811616897583008,0,1,5
p031_mixed_damage,p031,p031_mixed_damage,abstraction_surrealism,mixed_damage,stable_diffusion_low_refined_metric_wins,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p031_mixed_damage_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p031_mixed_damage_case_diagnostic.html,data/processed/clean/p031_clean.png,data/processed/masked/p031_mixed_damage_damaged.png,data/processed/masks/p031_mixed_damage_mask.png,data/processed/restored/opencv_telea/p031_mixed_damage_restored_opencv_telea.png,data/processed/restored/lama/p031_mixed_damage_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p031_mixed_damage_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p031_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p031_mixed_damage_uncertainty_overlay.png,17.724803924560547,6.311362266540527,0,1,5
p031_scratch_thin,p031,p031_scratch_thin,abstraction_surrealism,scratch_thin,stable_diffusion_low_refined_metric_wins,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p031_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p031_scratch_thin_case_diagnostic.html,data/processed/clean/p031_clean.png,data/processed/masked/p031_scratch_thin_damaged.png,data/processed/masks/p031_scratch_thin_mask.png,data/processed/restored/opencv_telea/p031_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p031_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p031_scratch_thin_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p031_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p031_scratch_thin_uncertainty_overlay.png,12.58636474609375,5.724575519561768,0,5,1
p037_loss_large,p037,p037_loss_large,abstraction_surrealism,loss_large,highest_stable_diffusion_masked_uncertainty,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p037_loss_large_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p037_loss_large_case_diagnostic.html,data/processed/clean/p037_clean.png,data/processed/masked/p037_loss_large_damaged.png,data/processed/masks/p037_loss_large_mask.png,data/processed/restored/opencv_telea/p037_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p037_loss_large_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p037_loss_large_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_loss_large_uncertainty_overlay.png,25.15011405944824,3.5728683471679688,4,1,1
p037_loss_small,p037,p037_loss_small,abstraction_surrealism,loss_small,mask_type_representative__loss_small,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p037_loss_small_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p037_loss_small_case_diagnostic.html,data/processed/clean/p037_clean.png,data/processed/masked/p037_loss_small_damaged.png,data/processed/masks/p037_loss_small_mask.png,data/processed/restored/opencv_telea/p037_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p037_loss_small_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p037_loss_small_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_loss_small_uncertainty_overlay.png,22.33177757263184,5.407199382781982,0,0,6
p037_scratch_thin,p037,p037_scratch_thin,abstraction_surrealism,scratch_thin,opencv_strong_refined_metric_wins,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p037_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p037_scratch_thin_case_diagnostic.html,data/processed/clean/p037_clean.png,data/processed/masked/p037_scratch_thin_damaged.png,data/processed/masks/p037_scratch_thin_mask.png,data/processed/restored/opencv_telea/p037_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p037_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p037_scratch_thin_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_scratch_thin_uncertainty_overlay.png,12.810831069946287,4.282959461212158,0,6,0
p041_scratch_thin,p041,p041_scratch_thin,high_texture_brushwork,scratch_thin,high_texture_brushwork_representative,1,True,True,outputs/figures/case_diagnostics/selected_case_grids/p041_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p041_scratch_thin_case_diagnostic.html,data/processed/clean/p041_clean.png,data/processed/masked/p041_scratch_thin_damaged.png,data/processed/masks/p041_scratch_thin_mask.png,data/processed/restored/opencv_telea/p041_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p041_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p041_scratch_thin_restored_stable_diffusion_inpainting.png,outputs/figures/uncertainty_heatmaps/heatmap_images/p041_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p041_scratch_thin_uncertainty_overlay.png,10.916192054748535,7.015199661254883,0,4,2
p001_loss_small,p001,p001_loss_small,portrait_figure,loss_small,texture_refined_disagreement,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p001_loss_small_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p001_loss_small_case_diagnostic.html,data/processed/clean/p001_clean.png,data/processed/masked/p001_loss_small_damaged.png,data/processed/masks/p001_loss_small_mask.png,data/processed/restored/opencv_telea/p001_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p001_loss_small_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p001_loss_small_restored_stable_diffusion_inpainting.png,,,,,0,1,5
p001_mixed_damage,p001,p001_mixed_damage,portrait_figure,mixed_damage,texture_refined_disagreement,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p001_mixed_damage_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p001_mixed_damage_case_diagnostic.html,data/processed/clean/p001_clean.png,data/processed/masked/p001_mixed_damage_damaged.png,data/processed/masks/p001_mixed_damage_mask.png,data/processed/restored/opencv_telea/p001_mixed_damage_restored_opencv_telea.png,data/processed/restored/lama/p001_mixed_damage_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p001_mixed_damage_restored_stable_diffusion_inpainting.png,,,,,0,3,3
p001_scratch_thin,p001,p001_scratch_thin,portrait_figure,scratch_thin,texture_refined_disagreement,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p001_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p001_scratch_thin_case_diagnostic.html,data/processed/clean/p001_clean.png,data/processed/masked/p001_scratch_thin_damaged.png,data/processed/masks/p001_scratch_thin_mask.png,data/processed/restored/opencv_telea/p001_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p001_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p001_scratch_thin_restored_stable_diffusion_inpainting.png,,,,,0,1,5
p002_loss_large,p002,p002_loss_large,portrait_figure,loss_large,texture_refined_disagreement,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p002_loss_large_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p002_loss_large_case_diagnostic.html,data/processed/clean/p002_clean.png,data/processed/masked/p002_loss_large_damaged.png,data/processed/masks/p002_loss_large_mask.png,data/processed/restored/opencv_telea/p002_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p002_loss_large_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p002_loss_large_restored_stable_diffusion_inpainting.png,,,,,0,0,6
p002_loss_small,p002,p002_loss_small,portrait_figure,loss_small,texture_refined_disagreement,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p002_loss_small_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p002_loss_small_case_diagnostic.html,data/processed/clean/p002_clean.png,data/processed/masked/p002_loss_small_damaged.png,data/processed/masks/p002_loss_small_mask.png,data/processed/restored/opencv_telea/p002_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p002_loss_small_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p002_loss_small_restored_stable_diffusion_inpainting.png,,,,,0,0,6
p002_mixed_damage,p002,p002_mixed_damage,portrait_figure,mixed_damage,texture_refined_disagreement,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p002_mixed_damage_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p002_mixed_damage_case_diagnostic.html,data/processed/clean/p002_clean.png,data/processed/masked/p002_mixed_damage_damaged.png,data/processed/masks/p002_mixed_damage_mask.png,data/processed/restored/opencv_telea/p002_mixed_damage_restored_opencv_telea.png,data/processed/restored/lama/p002_mixed_damage_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p002_mixed_damage_restored_stable_diffusion_inpainting.png,,,,,0,0,6
p002_scratch_thin,p002,p002_scratch_thin,portrait_figure,scratch_thin,texture_refined_disagreement,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p002_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p002_scratch_thin_case_diagnostic.html,data/processed/clean/p002_clean.png,data/processed/masked/p002_scratch_thin_damaged.png,data/processed/masks/p002_scratch_thin_mask.png,data/processed/restored/opencv_telea/p002_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p002_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p002_scratch_thin_restored_stable_diffusion_inpainting.png,,,,,0,1,5
p019_loss_large,p019,p019_loss_large,landscape_natural,loss_large,lama_strong_refined_metric_wins,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p019_loss_large_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p019_loss_large_case_diagnostic.html,data/processed/clean/p019_clean.png,data/processed/masked/p019_loss_large_damaged.png,data/processed/masks/p019_loss_large_mask.png,data/processed/restored/opencv_telea/p019_loss_large_restored_opencv_telea.png,data/processed/restored/lama/p019_loss_large_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p019_loss_large_restored_stable_diffusion_inpainting.png,,,,,0,0,6
p019_loss_small,p019,p019_loss_small,landscape_natural,loss_small,lama_strong_refined_metric_wins,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p019_loss_small_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p019_loss_small_case_diagnostic.html,data/processed/clean/p019_clean.png,data/processed/masked/p019_loss_small_damaged.png,data/processed/masks/p019_loss_small_mask.png,data/processed/restored/opencv_telea/p019_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p019_loss_small_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p019_loss_small_restored_stable_diffusion_inpainting.png,,,,,0,0,6
p024_scratch_thin,p024,p024_scratch_thin,architecture_structured,scratch_thin,opencv_strong_refined_metric_wins,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p024_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p024_scratch_thin_case_diagnostic.html,data/processed/clean/p024_clean.png,data/processed/masked/p024_scratch_thin_damaged.png,data/processed/masks/p024_scratch_thin_mask.png,data/processed/restored/opencv_telea/p024_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p024_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p024_scratch_thin_restored_stable_diffusion_inpainting.png,,,,,0,6,0
p030_scratch_thin,p030,p030_scratch_thin,architecture_structured,scratch_thin,opencv_strong_refined_metric_wins,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p030_scratch_thin_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p030_scratch_thin_case_diagnostic.html,data/processed/clean/p030_clean.png,data/processed/masked/p030_scratch_thin_damaged.png,data/processed/masks/p030_scratch_thin_mask.png,data/processed/restored/opencv_telea/p030_scratch_thin_restored_opencv_telea.png,data/processed/restored/lama/p030_scratch_thin_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p030_scratch_thin_restored_stable_diffusion_inpainting.png,,,,,0,6,0
p032_loss_small,p032,p032_loss_small,abstraction_surrealism,loss_small,stable_diffusion_low_refined_metric_wins,1,False,True,outputs/figures/case_diagnostics/selected_case_grids/p032_loss_small_case_diagnostic_grid.png,outputs/reports/case_diagnostics/selected_cases/p032_loss_small_case_diagnostic.html,data/processed/clean/p032_clean.png,data/processed/masked/p032_loss_small_damaged.png,data/processed/masks/p032_loss_small_mask.png,data/processed/restored/opencv_telea/p032_loss_small_restored_opencv_telea.png,data/processed/restored/lama/p032_loss_small_restored_lama.png,data/processed/restored/stable_diffusion_inpainting/p032_loss_small_restored_stable_diffusion_inpainting.png,,,,,0,0,6
