dataset_name,case_id,restoration_case_id,source_case_id_original,painting_id,category,title,mask_id,mask_type,model_name,evaluation_region,has_nonzero_mask,source_mask_semantics,lama_applicability,inference_mode,execution_device,restoration_method,metric_case_key,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,damaged_mse,restored_mse,mse_improvement,damaged_mae,restored_mae,mae_improvement,damaged_psnr,restored_psnr,psnr_improvement,damaged_ssim,restored_ssim,ssim_improvement,metric_module,metric_version,metric_timestamp_utc,python_version,numpy_version,pandas_version,skimage_version,status,issue,clean_path,damaged_path,mask_path,restored_path
canonical,canonical__p001_loss_small,lama__canonical__canonical__p001_loss_small,p001_loss_small,p001,portrait_figure,Juan de Pareja,p001_loss_small,loss_small,lama,outside_mask_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_loss_small__lama__outside_mask_region,490945,,,,,18239.0,3.582006,3.092278,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_loss_small_restored_lama.png
canonical,canonical__p001_loss_small,lama__canonical__canonical__p001_loss_small,p001_loss_small,p001,portrait_figure,Juan de Pareja,p001_loss_small,loss_small,lama,mask_bbox_crop,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_loss_small__lama__mask_bbox_crop,360325,64.0,23.0,561.0,748.0,18239.0,3.582006,3.092278,2749.7939453125,3.2613344192504883,2746.5326108932495,11.76740550994873,0.22222992777824402,11.545175582170486,13.737802094982136,42.99685026953533,29.259048174553193,0.9358750942201516,0.9893652090963262,0.05349011487617461,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_loss_small_restored_lama.png
canonical,canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,p001_mixed_damage,p001,portrait_figure,Juan de Pareja,p001_mixed_damage,mixed_damage,lama,full_image,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_mixed_damage__lama__full_image,589824,0.0,0.0,768.0,768.0,45733.0,8.981626,7.753669,3946.83544921875,24.829530715942383,3922.0059185028076,17.357261657714844,0.7340133190155029,16.62324833869934,12.168313406254205,34.181118495051564,22.012805088797357,0.8883597242637992,0.9748568880779076,0.08649716381410844,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_mixed_damage_restored_lama.png
canonical,canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,p001_mixed_damage,p001,portrait_figure,Juan de Pareja,p001_mixed_damage,mixed_damage,lama,content_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_mixed_damage__lama__content_region,509184,52.0,0.0,715.0,768.0,45733.0,8.981626,7.753669,4571.90087890625,28.76180648803711,4543.139072418213,20.106157302856445,0.8502597808837891,19.255897521972656,11.529835547638047,33.542642008835095,22.012806461197048,0.8722184533341556,0.9713122544464287,0.09909380111227306,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_mixed_damage_restored_lama.png
canonical,canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,p001_mixed_damage,p001,portrait_figure,Juan de Pareja,p001_mixed_damage,mixed_damage,lama,masked_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_mixed_damage__lama__masked_region,45733,,,,,45733.0,8.981626,7.753669,50902.8046875,320.2294921875,50582.5751953125,223.8587646484375,9.466657638549805,214.3921070098877,1.0633864873258143,23.076190342075854,22.01280385475004,,,,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_mixed_damage_restored_lama.png
canonical,canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,p001_mixed_damage,p001,portrait_figure,Juan de Pareja,p001_mixed_damage,mixed_damage,lama,boundary_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_mixed_damage__lama__boundary_region,32314,,,,,45733.0,8.981626,7.753669,21586.921875,201.0367431640625,21385.885131835938,94.82862854003906,3.6094777584075928,91.21915078163147,4.788896410907458,25.098049208849282,20.309152797941824,,,,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_mixed_damage_restored_lama.png
canonical,canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,p001_mixed_damage,p001,portrait_figure,Juan de Pareja,p001_mixed_damage,mixed_damage,lama,outside_mask_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_mixed_damage__lama__outside_mask_region,463451,,,,,45733.0,8.981626,7.753669,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_mixed_damage_restored_lama.png
canonical,canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,p001_mixed_damage,p001,portrait_figure,Juan de Pareja,p001_mixed_damage,mixed_damage,lama,mask_bbox_crop,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_mixed_damage__lama__mask_bbox_crop,511488,44.0,0.0,710.0,768.0,45733.0,8.981626,7.753669,4551.30517578125,28.632244110107422,4522.672931671143,20.01558494567871,0.8464297652244568,19.169155180454254,11.549444039125444,33.56224972802926,22.012805688903814,0.8711062271045686,0.9709711344172202,0.09986490731265152,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_mixed_damage_restored_lama.png
canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001_scratch_thin,p001,portrait_figure,Juan de Pareja,p001_scratch_thin,scratch_thin,lama,full_image,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_scratch_thin__lama__full_image,589824,0.0,0.0,768.0,768.0,12058.0,2.368103,2.044339,1018.1134033203125,1.6294589042663574,1016.4839444160461,4.526925563812256,0.09776588529348373,4.429159678518772,18.052842059582893,46.01036949043373,27.95752743085084,0.9329194485080515,0.9954313640558506,0.06251191554779911,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_scratch_thin_restored_lama.png
canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001_scratch_thin,p001,portrait_figure,Juan de Pareja,p001_scratch_thin,scratch_thin,lama,content_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_scratch_thin__lama__content_region,509184,52.0,0.0,715.0,768.0,12058.0,2.368103,2.044339,1179.3538818359375,1.887518048286438,1177.466363787651,5.24385929107666,0.11324917525053024,5.13061011582613,17.414362200069036,45.37189247860071,27.95753027853167,0.9228786368066197,0.9948326998574517,0.07195406305083196,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_scratch_thin_restored_lama.png
canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001_scratch_thin,p001,portrait_figure,Juan de Pareja,p001_scratch_thin,scratch_thin,lama,masked_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_scratch_thin__lama__masked_region,12058,,,,,12058.0,2.368103,2.044339,49801.60546875,79.70592498779297,49721.89954376221,221.43716430664062,4.7822747230529785,216.65488958358765,1.1583701740577899,29.115897547307483,27.957527373249693,,,,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_scratch_thin_restored_lama.png
canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001_scratch_thin,p001,portrait_figure,Juan de Pareja,p001_scratch_thin,scratch_thin,lama,boundary_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_scratch_thin__lama__boundary_region,32898,,,,,12058.0,2.368103,2.044339,18232.29296875,29.20948600769043,18203.08348274231,81.07090759277344,1.7516870498657227,79.31922054290771,5.522390701035968,33.475564460028096,27.95317375899213,,,,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_scratch_thin_restored_lama.png
canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001_scratch_thin,p001,portrait_figure,Juan de Pareja,p001_scratch_thin,scratch_thin,lama,outside_mask_region,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_scratch_thin__lama__outside_mask_region,497126,,,,,12058.0,2.368103,2.044339,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,,,,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_scratch_thin_restored_lama.png
canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001_scratch_thin,p001,portrait_figure,Juan de Pareja,p001_scratch_thin,scratch_thin,lama,mask_bbox_crop,True,binary_missing_content,primary,model_inference,cuda,iopaint_lama,canonical__canonical__p001_scratch_thin__lama__mask_bbox_crop,521472,44.0,0.0,723.0,768.0,12058.0,2.368103,2.044339,1151.562744140625,1.8430404663085938,1149.7197036743164,5.120292663574219,0.11058056354522705,5.009712100028992,17.5179275491879,45.47545490053834,27.95752735135044,0.9240484691874222,0.9948271908032068,0.07077872161578458,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_scratch_thin_restored_lama.png
canonical,canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,p001_zero_control,p001,portrait_figure,Juan de Pareja,p001_zero_control,zero_control,lama,full_image,False,binary_missing_content,primary,copied_zero_control,cuda,zero_control_copy,canonical__canonical__p001_zero_control__lama__full_image,589824,0.0,0.0,768.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,1.0,1.0,0.0,restoration_eval.metrics_classical,2.0.0,2026-07-28T09:08:42.082189+00:00,3.12.6,2.1.3,2.2.3,0.26.0,ok,,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p001_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p001_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p001_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\lama\canonical\canonical__p001_zero_control_restored_lama.png
