feature_row_id,feature_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_damaged_similarity,mean_restored_similarity,mean_similarity_improvement,clip_improved,dinov2_improved,mean_feature_improved,clean_embedding_id,damaged_embedding_id,restored_embedding_id,embedding_group_id,feature_input_size,clip_model_name,dinov2_model_name,status,issue
lama__canonical__canonical__p001_scratch_thin__content_region__feature_similarity,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,content_region,509184,52,0,715,768,12058,False,0.8692002296447754,0.9996028542518616,0.13040262460708618,0.9204961061477661,0.9996647834777832,0.07916867733001709,0.8948481678962708,0.9996338188648224,0.10478565096855164,True,True,True,lama__canonical__canonical__p001_scratch_thin__content_region__clean,lama__canonical__canonical__p001_scratch_thin__content_region__damaged,lama__canonical__canonical__p001_scratch_thin__content_region__restored,canonical__p001__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p001_scratch_thin__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,12058,False,0.7972686290740967,0.9994229674339294,0.20215433835983276,0.8988736867904663,0.9995550513267517,0.1006813645362854,0.8480711579322815,0.9994890093803406,0.15141785144805908,True,True,True,lama__canonical__canonical__p001_scratch_thin__mask_bbox_crop__clean,lama__canonical__canonical__p001_scratch_thin__mask_bbox_crop__damaged,lama__canonical__canonical__p001_scratch_thin__mask_bbox_crop__restored,canonical__p001__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p001_zero_control__full_image__feature_similarity,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_zero_control,zero_control,p001_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,False,False,lama__canonical__canonical__p001_zero_control__full_image__clean,lama__canonical__canonical__p001_zero_control__full_image__damaged,lama__canonical__canonical__p001_zero_control__full_image__restored,canonical__p001__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p001_zero_control__content_region__feature_similarity,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,lama__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,lama,p001_zero_control,zero_control,p001_zero_control,zero_control,content_region,509184,52,0,715,768,0,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,False,False,lama__canonical__canonical__p001_zero_control__content_region__clean,lama__canonical__canonical__p001_zero_control__content_region__damaged,lama__canonical__canonical__p001_zero_control__content_region__restored,canonical__p001__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_loss_large__full_image__feature_similarity,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_large,loss_large,p002_loss_large,loss_large,full_image,589824,0,0,768,768,37439,False,0.7285242080688477,0.9219663143157959,0.19344210624694824,0.7477172613143921,0.9291639924049377,0.18144673109054565,0.7381207346916199,0.9255651533603668,0.18744441866874695,True,True,True,lama__canonical__canonical__p002_loss_large__full_image__clean,lama__canonical__canonical__p002_loss_large__full_image__damaged,lama__canonical__canonical__p002_loss_large__full_image__restored,canonical__p002__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_loss_large__content_region__feature_similarity,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_large,loss_large,p002_loss_large,loss_large,content_region,344832,159,0,608,768,37439,False,0.7428953647613525,0.9450424313545227,0.20214706659317017,0.7636585235595703,0.8927119970321655,0.12905347347259521,0.7532769441604614,0.9188772141933441,0.1656002700328827,True,True,True,lama__canonical__canonical__p002_loss_large__content_region__clean,lama__canonical__canonical__p002_loss_large__content_region__damaged,lama__canonical__canonical__p002_loss_large__content_region__restored,canonical__p002__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_loss_large__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,lama__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_large,loss_large,p002_loss_large,loss_large,mask_bbox_crop,91204,173,61,475,363,37439,False,0.5955724716186523,0.8702566623687744,0.27468419075012207,0.5497581958770752,0.8334699273109436,0.2837117314338684,0.5726653337478638,0.851863294839859,0.27919796109199524,True,True,True,lama__canonical__canonical__p002_loss_large__mask_bbox_crop__clean,lama__canonical__canonical__p002_loss_large__mask_bbox_crop__damaged,lama__canonical__canonical__p002_loss_large__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_loss_small__full_image__feature_similarity,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_small,loss_small,p002_loss_small,loss_small,full_image,589824,0,0,768,768,18776,False,0.9261919260025024,0.999302327632904,0.07311040163040161,0.9102822542190552,0.9990552067756653,0.08877295255661011,0.9182370901107788,0.9991787672042847,0.08094167709350586,True,True,True,lama__canonical__canonical__p002_loss_small__full_image__clean,lama__canonical__canonical__p002_loss_small__full_image__damaged,lama__canonical__canonical__p002_loss_small__full_image__restored,canonical__p002__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_loss_small__content_region__feature_similarity,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_small,loss_small,p002_loss_small,loss_small,content_region,344832,159,0,608,768,18776,False,0.9221912622451782,0.999274492263794,0.07708323001861572,0.9465309381484985,0.9989491105079651,0.05241817235946655,0.9343611001968384,0.9991118013858795,0.06475070118904114,True,True,True,lama__canonical__canonical__p002_loss_small__content_region__clean,lama__canonical__canonical__p002_loss_small__content_region__damaged,lama__canonical__canonical__p002_loss_small__content_region__restored,canonical__p002__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_loss_small__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,lama__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_loss_small,loss_small,p002_loss_small,loss_small,mask_bbox_crop,343396,82,43,668,629,18776,False,0.9470783472061157,0.9994034767150879,0.05232512950897217,0.9390333890914917,0.9982912540435791,0.0592578649520874,0.9430558681488037,0.9988473653793335,0.055791497230529785,True,True,True,lama__canonical__canonical__p002_loss_small__mask_bbox_crop__clean,lama__canonical__canonical__p002_loss_small__mask_bbox_crop__damaged,lama__canonical__canonical__p002_loss_small__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,34546,False,0.6968780755996704,0.9986440539360046,0.30176597833633423,0.6990557909011841,0.9964703917503357,0.2974146008491516,0.6979669332504272,0.9975572228431702,0.2995902895927429,True,True,True,lama__canonical__canonical__p002_mixed_damage__full_image__clean,lama__canonical__canonical__p002_mixed_damage__full_image__damaged,lama__canonical__canonical__p002_mixed_damage__full_image__restored,canonical__p002__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,content_region,344832,159,0,608,768,34546,False,0.72125244140625,0.989702582359314,0.26845014095306396,0.8148949146270752,0.9935333728790283,0.17863845825195312,0.7680736780166626,0.9916179776191711,0.22354429960250854,True,True,True,lama__canonical__canonical__p002_mixed_damage__content_region__clean,lama__canonical__canonical__p002_mixed_damage__content_region__damaged,lama__canonical__canonical__p002_mixed_damage__content_region__restored,canonical__p002__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_mixed_damage__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,34546,False,0.6968780755996704,0.9986440539360046,0.30176597833633423,0.6990557909011841,0.9964703917503357,0.2974146008491516,0.6979669332504272,0.9975572228431702,0.2995902895927429,True,True,True,lama__canonical__canonical__p002_mixed_damage__mask_bbox_crop__clean,lama__canonical__canonical__p002_mixed_damage__mask_bbox_crop__damaged,lama__canonical__canonical__p002_mixed_damage__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_scratch_thin__full_image__feature_similarity,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,9599,False,0.8962804079055786,0.9997626543045044,0.10348224639892578,0.8243414759635925,0.9996529817581177,0.17531150579452515,0.8603109419345856,0.999707818031311,0.13939687609672546,True,True,True,lama__canonical__canonical__p002_scratch_thin__full_image__clean,lama__canonical__canonical__p002_scratch_thin__full_image__damaged,lama__canonical__canonical__p002_scratch_thin__full_image__restored,canonical__p002__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_scratch_thin__content_region__feature_similarity,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,content_region,344832,159,0,608,768,9599,False,0.8869710564613342,0.9990147352218628,0.11204367876052856,0.9260965585708618,0.9931133985519409,0.0670168399810791,0.906533807516098,0.9960640668869019,0.08953025937080383,True,True,True,lama__canonical__canonical__p002_scratch_thin__content_region__clean,lama__canonical__canonical__p002_scratch_thin__content_region__damaged,lama__canonical__canonical__p002_scratch_thin__content_region__restored,canonical__p002__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_scratch_thin__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,lama__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,mask_bbox_crop,561001,9,0,758,749,9599,False,0.87697833776474,0.9998942017555237,0.12291586399078369,0.8466048240661621,0.9991642236709595,0.15255939960479736,0.861791580915451,0.9995292127132416,0.13773763179779053,True,True,True,lama__canonical__canonical__p002_scratch_thin__mask_bbox_crop__clean,lama__canonical__canonical__p002_scratch_thin__mask_bbox_crop__damaged,lama__canonical__canonical__p002_scratch_thin__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_zero_control__full_image__feature_similarity,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,canonical__p002_zero_control,p002_zero_control,canonical__p002_zero_control,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_zero_control,zero_control,p002_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,1.0000001192092896,1.0000001192092896,0.0,0.9999998807907104,0.9999998807907104,0.0,1.0,1.0,0.0,False,False,False,lama__canonical__canonical__p002_zero_control__full_image__clean,lama__canonical__canonical__p002_zero_control__full_image__damaged,lama__canonical__canonical__p002_zero_control__full_image__restored,canonical__p002__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p002_zero_control__content_region__feature_similarity,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,lama__canonical__canonical__p002_zero_control,canonical__p002_zero_control,p002_zero_control,canonical__p002_zero_control,canonical,primary,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,lama,p002_zero_control,zero_control,p002_zero_control,zero_control,content_region,344832,159,0,608,768,0,False,1.0000001192092896,1.0000001192092896,0.0,1.0,1.0,0.0,1.0000000596046448,1.0000000596046448,0.0,False,False,False,lama__canonical__canonical__p002_zero_control__content_region__clean,lama__canonical__canonical__p002_zero_control__content_region__damaged,lama__canonical__canonical__p002_zero_control__content_region__restored,canonical__p002__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p003_loss_large__full_image__feature_similarity,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_large,loss_large,p003_loss_large,loss_large,full_image,589824,0,0,768,768,61056,False,0.7639661431312561,0.9113014936447144,0.14733535051345825,0.7534430623054504,0.9389484524726868,0.18550539016723633,0.7587046027183533,0.9251249730587006,0.1664203703403473,True,True,True,lama__canonical__canonical__p003_loss_large__full_image__clean,lama__canonical__canonical__p003_loss_large__full_image__damaged,lama__canonical__canonical__p003_loss_large__full_image__restored,canonical__p003__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p003_loss_large__content_region__feature_similarity,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,lama__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,portrait_figure,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,Neoclassical / early 19th century,lama,p003_loss_large,loss_large,p003_loss_large,loss_large,content_region,471552,77,0,691,768,61056,False,0.7442471981048584,0.9042748808860779,0.16002768278121948,0.7970490455627441,0.9347786903381348,0.13772964477539062,0.7706481218338013,0.9195267856121063,0.14887866377830505,True,True,True,lama__canonical__canonical__p003_loss_large__content_region__clean,lama__canonical__canonical__p003_loss_large__content_region__damaged,lama__canonical__canonical__p003_loss_large__content_region__restored,canonical__p003__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
