feature_row_id,feature_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,feature_input_size,clip_model_name,clip_model_revision,dinov2_model_name,dinov2_model_revision,clean_embedding_id,damaged_embedding_id,restored_embedding_id,embedding_group_id,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_similarity_improvement,metric_runtime_seconds,case_runtime_seconds,feature_similarity_schema_version,feature_similarity_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,torchvision_version,transformers_version,status,issue
opencv_telea__canonical__canonical__p001_scratch_thin__content_region__feature_similarity,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,content_region,509184,52,0,715,768,12058,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p001_scratch_thin__content_region__clean,opencv_telea__canonical__canonical__p001_scratch_thin__content_region__damaged,opencv_telea__canonical__canonical__p001_scratch_thin__content_region__restored,canonical__p001__content_region,0.8692002296447754,0.9997476935386658,0.13054746389389038,0.9204961061477661,0.9997093677520752,0.07921326160430908,0.10488036274909973,0.18305719993077219,0.6794076999649405,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__mask_bbox_crop__feature_similarity,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,12058,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p001_scratch_thin__mask_bbox_crop__clean,opencv_telea__canonical__canonical__p001_scratch_thin__mask_bbox_crop__damaged,opencv_telea__canonical__canonical__p001_scratch_thin__mask_bbox_crop__restored,canonical__p001__mask_bbox_crop,0.7972686290740967,0.9997948408126831,0.20252621173858643,0.8988736867904663,0.9997900724411011,0.10091638565063477,0.1517212986946106,0.1970308000454679,0.6794076999649405,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p001_zero_control__full_image__feature_similarity,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,,,,,opencv_telea,p001_zero_control,zero_control,p001_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p001_zero_control__full_image__clean,opencv_telea__canonical__canonical__p001_zero_control__full_image__damaged,opencv_telea__canonical__canonical__p001_zero_control__full_image__restored,canonical__p001__full_image,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.17223870009183884,0.4350145999342203,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p001_zero_control__content_region__feature_similarity,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,,,,,opencv_telea,p001_zero_control,zero_control,p001_zero_control,zero_control,content_region,509184,52,0,715,768,0,True,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p001_zero_control__content_region__clean,opencv_telea__canonical__canonical__p001_zero_control__content_region__damaged,opencv_telea__canonical__canonical__p001_zero_control__content_region__restored,canonical__p001__content_region,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.17610279994551092,0.4350145999342203,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_loss_large__full_image__feature_similarity,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,full_image,589824,0,0,768,768,37439,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_loss_large__full_image__clean,opencv_telea__canonical__canonical__p002_loss_large__full_image__damaged,opencv_telea__canonical__canonical__p002_loss_large__full_image__restored,canonical__p002__full_image,0.7285242080688477,0.7963081002235413,0.0677838921546936,0.7477172613143921,0.9099376797676086,0.16222041845321655,0.11500215530395508,0.1903728999895975,0.6323494999669492,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_loss_large__content_region__feature_similarity,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,content_region,344832,159,0,608,768,37439,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_loss_large__content_region__clean,opencv_telea__canonical__canonical__p002_loss_large__content_region__damaged,opencv_telea__canonical__canonical__p002_loss_large__content_region__restored,canonical__p002__content_region,0.7428953647613525,0.8190138339996338,0.07611846923828125,0.7636585235595703,0.894235372543335,0.13057684898376465,0.10334765911102295,0.17196330009028316,0.6323494999669492,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_loss_large__mask_bbox_crop__feature_similarity,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,mask_bbox_crop,91204,173,61,475,363,37439,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_loss_large__mask_bbox_crop__clean,opencv_telea__canonical__canonical__p002_loss_large__mask_bbox_crop__damaged,opencv_telea__canonical__canonical__p002_loss_large__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,0.5955724716186523,0.6604500412940979,0.06487756967544556,0.5497581958770752,0.5983191728591919,0.0485609769821167,0.05671927332878113,0.15591940004378557,0.6323494999669492,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_loss_small__full_image__feature_similarity,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,full_image,589824,0,0,768,768,18776,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_loss_small__full_image__clean,opencv_telea__canonical__canonical__p002_loss_small__full_image__damaged,opencv_telea__canonical__canonical__p002_loss_small__full_image__restored,canonical__p002__full_image,0.9261919260025024,0.9987090229988098,0.07251709699630737,0.9102822542190552,0.9904521107673645,0.08016985654830933,0.07634347677230835,0.19665870000608265,0.6625027999980375,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_loss_small__content_region__feature_similarity,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,content_region,344832,159,0,608,768,18776,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_loss_small__content_region__clean,opencv_telea__canonical__canonical__p002_loss_small__content_region__damaged,opencv_telea__canonical__canonical__p002_loss_small__content_region__restored,canonical__p002__content_region,0.9221912622451782,0.9951876997947693,0.07299643754959106,0.9465309381484985,0.9951666593551636,0.04863572120666504,0.06081607937812805,0.18431759998202324,0.6625027999980375,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_loss_small__mask_bbox_crop__feature_similarity,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,mask_bbox_crop,343396,82,43,668,629,18776,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_loss_small__mask_bbox_crop__clean,opencv_telea__canonical__canonical__p002_loss_small__mask_bbox_crop__damaged,opencv_telea__canonical__canonical__p002_loss_small__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,0.9470783472061157,0.9974056482315063,0.050327301025390625,0.9390333890914917,0.9926396012306213,0.05360621213912964,0.05196675658226013,0.17952430003788322,0.6625027999980375,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__full_image__feature_similarity,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,34546,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_mixed_damage__full_image__clean,opencv_telea__canonical__canonical__p002_mixed_damage__full_image__damaged,opencv_telea__canonical__canonical__p002_mixed_damage__full_image__restored,canonical__p002__full_image,0.6968780755996704,0.9872801303863525,0.29040205478668213,0.6990557909011841,0.9810048341751099,0.2819490432739258,0.28617554903030396,0.20250360004138201,0.6812006999971345,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__content_region__feature_similarity,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,content_region,344832,159,0,608,768,34546,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_mixed_damage__content_region__clean,opencv_telea__canonical__canonical__p002_mixed_damage__content_region__damaged,opencv_telea__canonical__canonical__p002_mixed_damage__content_region__restored,canonical__p002__content_region,0.72125244140625,0.9723367691040039,0.2510843276977539,0.8148949146270752,0.9796708822250366,0.16477596759796143,0.20793014764785767,0.17531650001183152,0.6812006999971345,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__mask_bbox_crop__feature_similarity,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,34546,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_mixed_damage__mask_bbox_crop__clean,opencv_telea__canonical__canonical__p002_mixed_damage__mask_bbox_crop__damaged,opencv_telea__canonical__canonical__p002_mixed_damage__mask_bbox_crop__restored,canonical__p002__mask_bbox_crop,0.6968780755996704,0.9872801303863525,0.29040205478668213,0.6990557909011841,0.9810048341751099,0.2819490432739258,0.28617554903030396,0.19588000001385808,0.6812006999971345,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
opencv_telea__canonical__canonical__p002_scratch_thin__full_image__feature_similarity,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,,,,,opencv_telea,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,9599,False,> 127,8,224,openai/clip-vit-base-patch32,default,dinov2_vits14,torchhub-default,opencv_telea__canonical__canonical__p002_scratch_thin__full_image__clean,opencv_telea__canonical__canonical__p002_scratch_thin__full_image__damaged,opencv_telea__canonical__canonical__p002_scratch_thin__full_image__restored,canonical__p002__full_image,0.8962804079055786,0.9997138977050781,0.10343348979949951,0.8243414759635925,0.9983224272727966,0.1739809513092041,0.1387072205543518,0.18512280005961657,0.6753741999855265,2.0.0,restoration_eval.metrics_feature_similarity,cuda,3.12.6,1.26.4,2.3.3,9.5.0,2.5.1+cu121,0.20.1+cu121,4.48.3,ok,
