lpips_row_id,lpips_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,lpips_net,lpips_input_size,damaged_lpips,restored_lpips,lpips_improvement,metric_runtime_seconds,case_runtime_seconds,lpips_schema_version,lpips_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,lpips_package_version,status,issue
opencv_telea__canonical__canonical__p001_scratch_thin__content_region__lpips,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,content_region,509184,52,0,715,768,0,False,> 127,8,alex,256,0.5582216382026672,0.0018060782458633184,0.5564155599568039,0.07703839999157935,0.38401780009735376,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p001_scratch_thin__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,opencv_telea__canonical__canonical__p001_scratch_thin,canonical__p001_scratch_thin,p001_scratch_thin,canonical__p001_scratch_thin,canonical,primary,p001,,,,,opencv_telea,p001_scratch_thin,scratch_thin,p001_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,0,False,> 127,8,alex,256,0.5241221189498901,0.0015513895777985454,0.5225707293720916,0.0696864000055939,0.38401780009735376,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p001_zero_control__full_image__lpips,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,,,,,opencv_telea,p001_zero_control,zero_control,p001_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.07167929993011057,0.22835489991120994,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p001_zero_control__content_region__lpips,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,opencv_telea__canonical__canonical__p001_zero_control,canonical__p001_zero_control,p001_zero_control,canonical__p001_zero_control,canonical,primary,p001,,,,,opencv_telea,p001_zero_control,zero_control,p001_zero_control,zero_control,content_region,509184,52,0,715,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.06814400001894683,0.22835489991120994,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_loss_large__full_image__lpips,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.13713961839675903,0.052266448736190796,0.08487316966056824,0.07787329994607717,0.3661615999881178,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_loss_large__content_region__lpips,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,content_region,344832,159,0,608,768,0,False,> 127,8,alex,256,0.21222202479839325,0.08576637506484985,0.1264556497335434,0.05983339995145798,0.3661615999881178,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_loss_large__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,opencv_telea__canonical__canonical__p002_loss_large,canonical__p002_loss_large,p002_loss_large,canonical__p002_loss_large,canonical,primary,p002,,,,,opencv_telea,p002_loss_large,loss_large,p002_loss_large,loss_large,mask_bbox_crop,91204,173,61,475,363,0,False,> 127,8,alex,256,0.5789409875869751,0.26847538352012634,0.31046560406684875,0.040816300082951784,0.3661615999881178,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_loss_small__full_image__lpips,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.21961764991283417,0.014854755252599716,0.20476289466023445,0.07354650006163865,0.34744320006575435,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_loss_small__content_region__lpips,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,content_region,344832,159,0,608,768,0,False,> 127,8,alex,256,0.3161589801311493,0.026134541258215904,0.2900244388729334,0.06367020006291568,0.34744320006575435,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_loss_small__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,opencv_telea__canonical__canonical__p002_loss_small,canonical__p002_loss_small,p002_loss_small,canonical__p002_loss_small,canonical,primary,p002,,,,,opencv_telea,p002_loss_small,loss_small,p002_loss_small,loss_small,mask_bbox_crop,343396,82,43,668,629,0,False,> 127,8,alex,256,0.2851801812648773,0.026234114542603493,0.2589460667222738,0.06690800003707409,0.34744320006575435,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__full_image__lpips,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.4250534176826477,0.03339187428355217,0.39166154339909554,0.07766269997227937,0.3920722999610007,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__content_region__lpips,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,content_region,344832,159,0,608,768,0,False,> 127,8,alex,256,0.5102348923683167,0.028129354119300842,0.4821055382490158,0.06936640001367778,0.3920722999610007,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_mixed_damage__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,opencv_telea__canonical__canonical__p002_mixed_damage,canonical__p002_mixed_damage,p002_mixed_damage,canonical__p002_mixed_damage,canonical,primary,p002,,,,,opencv_telea,p002_mixed_damage,mixed_damage,p002_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,0,False,> 127,8,alex,256,0.4250534176826477,0.03339187428355217,0.39166154339909554,0.08308549993671477,0.3920722999610007,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_scratch_thin__full_image__lpips,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,,,,,opencv_telea,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.3538006544113159,0.005088599398732185,0.34871205501258373,0.09569089999422431,0.4445425000740215,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_scratch_thin__content_region__lpips,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,,,,,opencv_telea,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,content_region,344832,159,0,608,768,0,False,> 127,8,alex,256,0.42260879278182983,0.005258066579699516,0.4173507262021303,0.0765746000688523,0.4445425000740215,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_scratch_thin__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,opencv_telea__canonical__canonical__p002_scratch_thin,canonical__p002_scratch_thin,p002_scratch_thin,canonical__p002_scratch_thin,canonical,primary,p002,,,,,opencv_telea,p002_scratch_thin,scratch_thin,p002_scratch_thin,scratch_thin,mask_bbox_crop,561001,9,0,758,749,0,False,> 127,8,alex,256,0.36569181084632874,0.004580294247716665,0.36111151659861207,0.10956250003073364,0.4445425000740215,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_zero_control__full_image__lpips,opencv_telea__canonical__canonical__p002_zero_control,opencv_telea__canonical__canonical__p002_zero_control,opencv_telea__canonical__canonical__p002_zero_control,canonical__p002_zero_control,p002_zero_control,canonical__p002_zero_control,canonical,primary,p002,,,,,opencv_telea,p002_zero_control,zero_control,p002_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.07152850006241351,0.34187180001754314,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p002_zero_control__content_region__lpips,opencv_telea__canonical__canonical__p002_zero_control,opencv_telea__canonical__canonical__p002_zero_control,opencv_telea__canonical__canonical__p002_zero_control,canonical__p002_zero_control,p002_zero_control,canonical__p002_zero_control,canonical,primary,p002,,,,,opencv_telea,p002_zero_control,zero_control,p002_zero_control,zero_control,content_region,344832,159,0,608,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.05901880003511906,0.34187180001754314,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_loss_large__full_image__lpips,opencv_telea__canonical__canonical__p003_loss_large,opencv_telea__canonical__canonical__p003_loss_large,opencv_telea__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,,,,,opencv_telea,p003_loss_large,loss_large,p003_loss_large,loss_large,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.18605634570121765,0.08632461726665497,0.09973172843456268,0.07027539995033294,0.3581762000685558,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_loss_large__content_region__lpips,opencv_telea__canonical__canonical__p003_loss_large,opencv_telea__canonical__canonical__p003_loss_large,opencv_telea__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,,,,,opencv_telea,p003_loss_large,loss_large,p003_loss_large,loss_large,content_region,471552,77,0,691,768,0,False,> 127,8,alex,256,0.2227025032043457,0.10350935161113739,0.11919315159320831,0.06222259998321533,0.3581762000685558,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_loss_large__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p003_loss_large,opencv_telea__canonical__canonical__p003_loss_large,opencv_telea__canonical__canonical__p003_loss_large,canonical__p003_loss_large,p003_loss_large,canonical__p003_loss_large,canonical,primary,p003,,,,,opencv_telea,p003_loss_large,loss_large,p003_loss_large,loss_large,mask_bbox_crop,181476,125,25,551,451,0,False,> 127,8,alex,256,0.47422850131988525,0.258610337972641,0.21561816334724426,0.04669840005226433,0.3581762000685558,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_loss_small__full_image__lpips,opencv_telea__canonical__canonical__p003_loss_small,opencv_telea__canonical__canonical__p003_loss_small,opencv_telea__canonical__canonical__p003_loss_small,canonical__p003_loss_small,p003_loss_small,canonical__p003_loss_small,canonical,primary,p003,,,,,opencv_telea,p003_loss_small,loss_small,p003_loss_small,loss_small,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.21320155262947083,0.014716017991304398,0.19848553463816643,0.0672448999248445,0.35968770005274564,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_loss_small__content_region__lpips,opencv_telea__canonical__canonical__p003_loss_small,opencv_telea__canonical__canonical__p003_loss_small,opencv_telea__canonical__canonical__p003_loss_small,canonical__p003_loss_small,p003_loss_small,canonical__p003_loss_small,canonical,primary,p003,,,,,opencv_telea,p003_loss_small,loss_small,p003_loss_small,loss_small,content_region,471552,77,0,691,768,0,False,> 127,8,alex,256,0.22817638516426086,0.019640490412712097,0.20853589475154877,0.06145750009454787,0.35968770005274564,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_loss_small__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p003_loss_small,opencv_telea__canonical__canonical__p003_loss_small,opencv_telea__canonical__canonical__p003_loss_small,canonical__p003_loss_small,p003_loss_small,canonical__p003_loss_small,canonical,primary,p003,,,,,opencv_telea,p003_loss_small,loss_small,p003_loss_small,loss_small,mask_bbox_crop,336400,76,0,656,580,0,False,> 127,8,alex,256,0.2817305028438568,0.028070027008652687,0.2536604758352041,0.0579376999521628,0.35968770005274564,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_mixed_damage__full_image__lpips,opencv_telea__canonical__canonical__p003_mixed_damage,opencv_telea__canonical__canonical__p003_mixed_damage,opencv_telea__canonical__canonical__p003_mixed_damage,canonical__p003_mixed_damage,p003_mixed_damage,canonical__p003_mixed_damage,canonical,primary,p003,,,,,opencv_telea,p003_mixed_damage,mixed_damage,p003_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.3212358355522156,0.03432774543762207,0.2869080901145935,0.06804609997197986,0.3687272999668494,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_mixed_damage__content_region__lpips,opencv_telea__canonical__canonical__p003_mixed_damage,opencv_telea__canonical__canonical__p003_mixed_damage,opencv_telea__canonical__canonical__p003_mixed_damage,canonical__p003_mixed_damage,p003_mixed_damage,canonical__p003_mixed_damage,canonical,primary,p003,,,,,opencv_telea,p003_mixed_damage,mixed_damage,p003_mixed_damage,mixed_damage,content_region,471552,77,0,691,768,0,False,> 127,8,alex,256,0.3456200957298279,0.0409027561545372,0.3047173395752907,0.06192700006067753,0.3687272999668494,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_mixed_damage__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p003_mixed_damage,opencv_telea__canonical__canonical__p003_mixed_damage,opencv_telea__canonical__canonical__p003_mixed_damage,canonical__p003_mixed_damage,p003_mixed_damage,canonical__p003_mixed_damage,canonical,primary,p003,,,,,opencv_telea,p003_mixed_damage,mixed_damage,p003_mixed_damage,mixed_damage,mask_bbox_crop,547600,14,28,754,768,0,False,> 127,8,alex,256,0.3455921709537506,0.042771726846694946,0.30282044410705566,0.06694659998174757,0.3687272999668494,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_scratch_thin__full_image__lpips,opencv_telea__canonical__canonical__p003_scratch_thin,opencv_telea__canonical__canonical__p003_scratch_thin,opencv_telea__canonical__canonical__p003_scratch_thin,canonical__p003_scratch_thin,p003_scratch_thin,canonical__p003_scratch_thin,canonical,primary,p003,,,,,opencv_telea,p003_scratch_thin,scratch_thin,p003_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.27972617745399475,0.0005845659179612994,0.27914161153603345,0.06853619997855276,0.3867027999367565,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p003_scratch_thin__content_region__lpips,opencv_telea__canonical__canonical__p003_scratch_thin,opencv_telea__canonical__canonical__p003_scratch_thin,opencv_telea__canonical__canonical__p003_scratch_thin,canonical__p003_scratch_thin,p003_scratch_thin,canonical__p003_scratch_thin,canonical,primary,p003,,,,,opencv_telea,p003_scratch_thin,scratch_thin,p003_scratch_thin,scratch_thin,content_region,471552,77,0,691,768,0,False,> 127,8,alex,256,0.31801456212997437,0.000489631260279566,0.3175249308696948,0.07232850010041147,0.3867027999367565,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
